"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
804,1,"FRANTIŠEK JIRSÍK",39,"údržbář - řidič","Mlékovice","Ano","FRANTIŠEK JIRSÍK",""
807,1,"JIŘÍ BĚLOHLÁVEK",40,"truhlář","Toušice","Ano","JIŘÍ BĚLOHLÁVEK",""
901,1,"HANA PAZDEROVÁ",40,"starostka","Mlékovice","Ano","HANA PAZDEROVÁ",""
801,1,"ROMAN PAZDERA",42,"strážník městské policie","Mlékovice","Ano","ROMAN PAZDERA",""
901,8,"JAN HURYCH",42,"zahradník","Toušice","Ne","JAN HURYCH",""
901,6,"Bc. LIBOR JANOUD",41,"státní zaměstnanec","Toušice","Ano","LIBOR JANOUD",""
901,3,"PAVEL KREJČÍ",32,"skladník","Toušice","Ano","PAVEL KREJČÍ",""
802,1,"ANTON STEPAK",37,"živnostník","Toušice","Ne","",""
901,9,"Ing. KAREL JANSKÝ",32,"strojní konstruktér","Toušice","Ne","",""
901,5,"JAN ZACH",49,"kominík","Toušice","Ne","",""
901,4,"MARTIN ŠMEJKAL",34,"profesionální hasič","Mlékovice","Ne","",""
901,2,"JIŘÍ ŠTIKA",32,"technicko hospodářský pracovník","Toušice","Ne","",""
901,7,"MARTINA PETRŮ",31,"pomocnice v sociálních službách","Mlékovice","Ne","",""
805,1,"LUBOŠ SOBOTKA",54,"technicko-právní zastoupení stavební firmy","Mlékovice","Ne","",""
803,1,"VLASTA DLOUHÁ",38,"živnostník-provoz. plav. klubu pro děti a dospělé","Toušice","Ne","",""
806,1,"ZDENKA KUCHAŘOVÁ",53,"zahradnice","Toušice","Ne","",""
