"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
480,1,"Ing. ZDENĚK KRAUS",61,"starosta","Černý Důl","Ano","SDRUŽENÍ TOP 09 A NEZÁVISLÝCH KANDIDÁTŮ",""
480,6,"TIBOR TSCHOCHE",35,"OSVČ","Černý Důl","Ano","SDRUŽENÍ TOP 09 A NEZÁVISLÝCH KANDIDÁTŮ",""
480,10,"LEOŠ PAPOUŠEK",39,"elektroúdržbář","Černý Důl","Ne","SDRUŽENÍ TOP 09 A NEZÁVISLÝCH KANDIDÁTŮ",""
480,15,"Ing. MAREK HOLÝ",49,"obchodní manažer","Čistá v Krkonoších","Ano","SDRUŽENÍ TOP 09 A NEZÁVISLÝCH KANDIDÁTŮ",""
480,2,"MARTIN STRÁNSKÝ",50,"hlavní strojník lanové dráhy","Černý Důl","Ano","SDRUŽENÍ TOP 09 A NEZÁVISLÝCH KANDIDÁTŮ",""
480,3,"JOSEF PÁNEK",43,"údržbář","Černý Důl","Ano","SDRUŽENÍ TOP 09 A NEZÁVISLÝCH KANDIDÁTŮ",""
480,12,"RADEK ZAPLATÍLEK",48,"mechanik","Čistá v Krkonoších","Ano","SDRUŽENÍ TOP 09 A NEZÁVISLÝCH KANDIDÁTŮ",""
480,4,"OLDŘICH ČERMÁK",60,"hlavní technik","Černý Důl","Ano","SDRUŽENÍ TOP 09 A NEZÁVISLÝCH KANDIDÁTŮ",""
901,1,"RUDOLF JANEČEK",38,"podnikatel","Čistá v Krkonoších","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""KLÍČ""",""
480,9,"Ing. MARTIN KLIMEŠ",39,"koordinátor výroby","Čistá v Krkonoších","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""KLÍČ""",""
901,15,"KAREL TRHLÍK DiS.",34,"projektový vedoucí","Čistá v Krkonoších","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""KLÍČ""",""
901,4,"Mgr. EVA KAFKOVÁ",40,"podnikatelka","Černý Důl","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""KLÍČ""",""
901,5,"PETRA ZUZÁNKOVÁ",44,"účetní","Čistá v Krkonoších","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""KLÍČ""",""
901,3,"DAVID RICHTR",35,"podnikatel","Čistá v Krkonoších","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""KLÍČ""",""
901,6,"ALENA BARÁTOVÁ",38,"administrativní pracovnice","Fořt","Ne","",""
901,9,"Ing. IRENA RÜCKOVÁ",67,"důchodce","Černý Důl","Ne","",""
901,7,"BARBORA BUŠTOVÁ",40,"OSVČ","Černý Důl","Ne","",""
480,7,"BOHUMIL PAJER",43,"OSVČ","Černý Důl","Ne","",""
480,14,"ITA CYRUSOVÁ",66,"důchodkyně","Čistá v Krkonoších","Ne","",""
901,11,"Mgr. MAGDA ŽEMLIČKOVÁ",37,"OSVČ","Černý Důl","Ne","",""
480,11,"Ing. MAGDALENA VAŇÁTKOVÁ",57,"nezaměstnaná","Černý Důl","Ne","",""
901,2,"KAROLINA BOKOVÁ",38,"referentka infocentra","Čistá v Krkonoších","Ne","",""
901,8,"PAVLÍNA HEGLASOVÁ",24,"studentka","Černý Důl","Ne","",""
480,8,"PAVEL KRAUS",36,"podnikatel","Čistá v Krkonoších","Ne","",""
901,10,"MARIE BJELKOVÁ",42,"kuchařka","Čistá v Krkonoších","Ne","",""
901,12,"MAREK HANČ",40,"technik","Čistá v Krkonoších","Ne","",""
480,13,"VLADIMÍR VÍT",69,"důchodce","Černý Důl","Ne","",""
480,5,"ROMAN SKŘEHOT",46,"učitel autoškoly","Fořt","Ne","",""
901,14,"VENDULA ZEDNÍČKOVÁ",38,"Česká pošta - motorizace","Čistá v Krkonoších","Ne","",""
901,13,"MICHALA BOKOVÁ DiS.",33,"podnikatelka","Fořt","Ne","",""
