"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
1,5,"VLADIMÍR MATĚJÍČEK",67,"senior","Rovensko","Ne","KDU-ČSL",""
1,1,"JOSEF ŠINCL",47,"starosta obce","Rovensko","Ano","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,6,"FRANTIŠEK DOMES",49,"prodejce elektro","Rovensko","Ano","BEZPP","STRANA NEZÁVISLÝCH KANDIDÁTŮ"
1,7,"IVO WAGNER",41,"topenář, instalatér, jednatel společnosti","Rovensko","Ne","BEZPP",""
1,6,"MARCELA VÉNOSOVÁ",22,"studentka","Rovensko","Ne","BEZPP",""
901,1,"MAREK PELIKÁN",44,"stavební technik","Rovensko","Ano","BEZPP","STRANA NEZÁVISLÝCH KANDIDÁTŮ"
901,8,"RADEK HUŤA",38,"podnikatel","Rovensko","Ne","BEZPP","STRANA NEZÁVISLÝCH KANDIDÁTŮ"
901,7,"Mgr. BARBORA MACHÁČKOVÁ",30,"středoškolský učitel","Rovensko","Ne","BEZPP",""
901,4,"Mgr. MICHAELA BEZDĚKOVÁ",26,"referent veřejné správy","Rovensko","Ano","BEZPP","STRANA NEZÁVISLÝCH KANDIDÁTŮ"
1,4,"Ing. STANISLAVA GINTHEROVÁ",47,"ekonomka","Rovensko","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,2,"PETR WAGNER",34,"podnikatel","Rovensko","Ano","BEZPP","STRANA NEZÁVISLÝCH KANDIDÁTŮ"
1,3,"Ing. TOMÁŠ NEDOMA",44,"projektant","Rovensko","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,8,"JAROMÍR KRÁTKÝ",19,"student","Rovensko","Ne","BEZPP",""
901,3,"STANISLAV KLIMEŠ",49,"truhlář","Rovensko","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,5,"Ing. ZDENĚK ŠÍN",49,"stavební technik","Rovensko","Ne","BEZPP","STRANA NEZÁVISLÝCH KANDIDÁTŮ"
1,2,"RENATA INDROVÁ",27,"provozní pracovnice","Rovensko","Ne","BEZPP",""
901,9,"STANISLAV KUNERT",46,"autodopravce","Rovensko","Ne","BEZPP","STRANA NEZÁVISLÝCH KANDIDÁTŮ"
1,9,"ZDENĚK HLAVATÝ",48,"OSVČ","Rovensko","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
