"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,9,"VÁCLAV SOTOLÁŘ",45,"zámečník","Krásensko","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,2,"JAROMÍR SURÁK",50,"technik","Krásensko","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,7,"ROMAN KOLÁŘ",48,"soukromý podnikatel","Krásensko","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,4,"Mgr. MICHAEL KRÁL",27,"pedagog","Krásensko","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,1,"HANA ŠÍBLOVÁ",48,"starostka obce","Krásensko","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,6,"IVO NĚMEC",48,"skladník","Krásensko","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,5,"JAROSLAV ŠTELCL",39,"lakýrník","Krásensko","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,8,"EVA VORÁČOVÁ",45,"referentka","Krásensko","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,3,"Mgr. MARIE VINTROVÁ",57,"učitelka","Krásensko","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
7,2,"LADISLAV KRÁL",31,"technik","Krásensko","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,1,"MIROSLAV GRYC",41,"lesní technik","Krásensko","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""PRO KRÁSENSKO""","*"
7,3,"OLDŘICH ODEHNAL",42,"technik","Krásensko","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""PRO KRÁSENSKO""","*"
7,9,"RADOMÍR VÁGNER",43,"elektrikář","Krásensko","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""PRO KRÁSENSKO""","*"
7,6,"KAREL KOPECKÝ",43,"soukromý podnikatel","Krásensko","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""PRO KRÁSENSKO""","*"
7,8,"ANTONÍN PLISKA",40,"nástrojař","Krásensko","Ne","",""
7,7,"KLÁRA MELŠOVÁ",34,"mateřská dovolená","Krásensko","Ne","",""
7,4,"PETRA SMOLAKOVÁ",38,"mateřská dovolená","Krásensko","Ne","",""
7,5,"SOŇA HOLÁ",37,"mateřská dovolená","Krásensko","Ne","",""
