"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,1,"Ing. MILENA TVRDOŇOVÁ",49,"místostarostka, OSVČ","Pržno","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,2,"MIROSLAV HEROT",60,"OSVČ","Pržno","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,11,"MUDr. ROMAN HRABEC",32,"lékař","Pržno","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,9,"KAREL KONEČNÝ",66,"důchodce","Pržno","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,7,"JIŘÍ MORAVEC",54,"OSVČ","Pržno","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,4,"JIŘÍ MATÝSEK",32,"senior account manager","Pržno","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
901,10,"JIŘÍ PAVLÁSEK",60,"důchodce","Pržno","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
901,4,"OTAKAR ADAMEC",63,"podnikatel","Pržno","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
902,4,"Ing. ADOLF FEŠÁREK",71,"důchodce","Pržno","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
901,1,"LADISLAV POUL",64,"důchodce","Pržno","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
901,6,"VÍTĚZSLAV PITŘÍK",66,"důchodce","Pržno","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
902,9,"PAVEL KLUDKA",55,"OSVČ - podnikatel v pohostinství","Pržno","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
166,7,"RADOMIL JAROŠ",51,"podnikatel","Pržno","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
902,1,"Ing. MIROSLAV ŠÁLEK",58,"OSVČ - pojišťovací poradce","Pržno","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
902,2,"ALEŠ FOLDYNA",48,"revizní technik elektrotechnických zařízení Pržno","Pržno","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
902,8,"PETR JAVOREK",50,"OSVČ - podnikatel ve stavebnictví","Pržno","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
901,7,"OLDŘICH MUROŇ",50,"řidič","Pržno","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
166,11,"DAGMAR KRHUTOVÁ",45,"poštovní doručovatelka","Pržno","Ne","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,1,"PETR BLOKŠA",48,"starosta","Pržno","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,9,"MARIE VAŠUTOVÁ",47,"asistentka","Pržno","Ne","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,6,"Ing. IVO STÝSKALA",47,"podnikatel","Pržno","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,10,"JUDr. ZUZANA HORÁKOVÁ",65,"seniorka","Pržno","Ne","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,3,"VLADIMÍR PRACHAŘ",51,"podnikatel","Pržno","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,4,"Ing. JAN VALERIÁN",41,"podnikatel","Pržno","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,2,"ZDENĚK MATYSEK",48,"OSVČ","Pržno","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
1,3,"Bc. JAROMÍR ŠVASTA",23,"student","Pržno","Ne","",""
1,6,"Mgr. ANNA ŠNAJDROVÁ",43,"OSVČ","Pržno","Ne","",""
901,2,"Ing. BOHDANA LEDEREROVÁ",63,"důchodce","Pržno","Ne","",""
901,8,"JIŘÍ KÝVALA",74,"důchodce","Pržno","Ne","",""
1,8,"DANIEL SKÁCEL",67,"oční optik","Pržno","Ne","",""
902,3,"Bc. PETR BEZOUŠKA",40,"policista","Pržno","Ne","",""
901,5,"VLASTIMIL KLEGA",64,"důchodce","Pržno","Ne","",""
902,10,"JIŘÍ LODER",72,"důchodce","Pržno","Ne","",""
166,5,"PhDr. MICHAEL VÁCLAVÍK",38,"psycholog","Pržno","Ne","",""
902,6,"ZDENĚK JANEČEK",56,"pojišťovací poradce","Pržno","Ne","",""
1,10,"LUDMILA KOVÁŘOVÁ",54,"účetní","Pržno","Ne","",""
902,5,"ROMAN FILIP",49,"hutník - operátor","Pržno","Ne","",""
901,9,"ROSTISLAV BEDNÁREK",46,"regionální manažer","Pržno","Ne","",""
901,3,"PETR PAVLÁSEK",27,"zámečník","Pržno","Ne","",""
1,5,"MUDr. SYLVA GISTINGEROVÁ",42,"lékařka","Pržno","Ne","",""
902,7,"ZDEŇKA ZEMANOVÁ",70,"důchodce","Pržno","Ne","",""
166,8,"PŘEMYSL KOVÁŘ",52,"dispečer","Pržno","Ne","",""
