"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
7,1,"LEOPOLD MOHYLA",42,"úředník","Hajany","Ano","ČSSD","PRO OBEC"
7,7,"JAROSLAV CHRAMOSTA",51,"živnostník","Hajany","Ne","BEZPP",""
901,6,"JIŘÍ FREIBERG",73,"důchodce","Hajany","Ano","BEZPP","PRO OBEC"
7,6,"JAKUB URBÁNEK",29,"servisní technik","Hajany","Ne","BEZPP",""
901,1,"JAROSLAV KOKRHÁNEK",52,"starosta","Hajany","Ano","BEZPP","PRO OBEC"
901,3,"Mgr. KRISTÝNA ULLREICH",29,"mateřská dovolená","Hajany","Ne","BEZPP",""
901,7,"HELENA MEZLOVÁ",75,"důchodce","Hajany","Ano","BEZPP","PRO OBEC"
7,5,"JAROMÍR URBAN",69,"důchodce","Hajany","Ne","BEZPP",""
901,5,"JAROSLAV KUČERA",48,"živnostník","Hajany","Ano","BEZPP","PRO OBEC"
7,4,"MUDr. JAN PAVELKA",33,"lékař","Hajany","Ne","BEZPP",""
901,2,"RADOMÍR DRÁPAL",40,"živnostník","Hajany","Ne","BEZPP",""
901,4,"VOJTĚCH KOKRHÁNEK",26,"student","Hajany","Ano","BEZPP","PRO OBEC"
7,2,"Mgr. MARTIN DVOŘÁK",32,"advokát","Hajany","Ne","BEZPP",""
7,3,"RADOMÍR NOVOTKA",45,"technolog výroby","Hajany","Ne","BEZPP",""
901,8,"TOMÁŠ VÍCH",32,"IT pracovník","Hajany","Ne","BEZPP","PRO OBEC"
