"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
811,1,"EVA IVANOVA",43,"odborný pracovník MČ Praha 13","Dobříč","Ne","BEZPP",""
801,1,"Ing. JIŘÍ VAŇHARA",55,"státní zaměstnanec","Dobříč","Ano","BEZPP","ING. JIŘÍ VAŇHARA"
812,1,"DAVID BUDINKA",44,"ekonom","Dobříč","Ano","BEZPP","DAVID BUDINKA"
804,1,"TOMÁŠ SEIFERT",46,"bezpečnostní specialista","Dobříč","Ne","BEZPP",""
807,1,"LENKA HLAVÁČKOVÁ",41,"úředník","Dobříč","Ano","BEZPP","LENKA HLAVÁČKOVÁ"
808,1,"JANA VESELÁ",40,"listovní doručovatelka","Dobříč","Ne","BEZPP",""
806,1,"MAREK ŠTOB",38,"tiskař","Dobříč","Ano","BEZPP","MAREK ŠTOB"
809,1,"JAN RAAB",52,"strojní mechanik","Dobříč","Ano","BEZPP","JAN RAAB"
810,1,"FRANTIŠEK SÍLA",67,"důchodce","Dobříč","Ne","BEZPP","FRANTIŠEK SÍLA"
805,1,"MIROSLAV ŠTRÉBL",59,"OSVČ - živnostník","Dobříč","Ano","BEZPP","MIROSLAV ŠTRÉBL"
803,1,"Mgr. ŠÁRKA ŠMEJKALOVÁ",35,"rodičovská dovolená","Dobříč","Ne","BEZPP",""
802,1,"LADISLAV KALINA",42,"OSVČ, pěstoun","Dobříč","Ne","TOP 09",""
