"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
7,8,"ARNOŠT PLUHÁČEK",55,"dělník","Mnichov","Ne","BEZPP",""
7,2,"ADÉLA KROUPOVÁ",48,"živnostník","Mnichov","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
902,8,"JIŘÍ DVOŘÁK",42,"zaměstnanec","Mnichov","Ne","BEZPP",""
901,7,"FRANTIŠEK BUSINSKÝ",57,"traktorista","Sítiny","Ne","BEZPP",""
7,4,"MARTINA BÁRTÍKOVÁ",38,"zdravotní sestra","Mnichov","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
901,6,"LUKÁŠ KLOČUREK",29,"řidič","Sítiny","Ne","BEZPP",""
7,9,"MAREK KŘENČIL",24,"živnostník","Sítiny","Ne","BEZPP",""
901,2,"MIROSLAV DAVID",55,"soukromý podnikatel - OSVČ","Mnichov","Ne","BEZPP",""
902,5,"OTTO HORNÍ",53,"zaměstnanec","Mnichov","Ne","BEZPP",""
7,1,"JIŘÍ KŘENČIL",64,"starosta obce","Sítiny","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,7,"MILAN GURNIOK",51,"dělník","Mnichov","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
902,9,"MILAN KŘÍŽ",29,"OSVČ","Mnichov","Ne","BEZPP",""
902,7,"VÁCLAV KOŽUŠKO",32,"zaměstnanec","Mnichov","Ne","BEZPP",""
901,8,"MIROSLAV MUCEK",53,"údržbář","Mnichov","Ne","BEZPP",""
901,1,"MILOSLAVA KLOČURKOVÁ",47,"vychovatelka","Sítiny","Ne","BEZPP",""
7,6,"MICHAEL KAPLAN",46,"státní zaměstnanec","Rájov","Ne","BEZPP",""
902,1,"PETR KOSINA",41,"zaměstnanec","Rájov","Ne","BEZPP",""
902,2,"TOMÁŠ BĚLINA",28,"příslušník HZS ČR","Mnichov","Ne","BEZPP",""
901,5,"ZDENĚK KAČMÁČEK",67,"důchodce","Mnichov","Ne","BEZPP",""
7,3,"MARTIN LOS",41,"vedoucí pracovník","Mnichov","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
901,4,"MARTINA MUCKOVÁ",30,"pracovník v sociálních službách","Mnichov","Ne","BEZPP",""
902,6,"ROMANA ŠULCOVÁ",38,"zaměstnanec","Mnichov","Ne","BEZPP",""
902,3,"TOMÁŠ KOŽUŠKO",30,"zaměstnanec","Sítiny","Ne","BEZPP",""
901,3,"ZDENĚK STRÁNSKÝ",56,"soukromý podnikatel - OSVČ","Rájov","Ne","BEZPP",""
7,5,"PETR BĚLINA",48,"dělník","Mnichov","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
902,4,"STANISLAV KAVALÍR",40,"OSVČ","Mnichov","Ne","BEZPP",""
901,9,"VLASTISLAV BÁRTÍK",63,"důchodce","Sítiny","Ne","BEZPP",""
