"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
7,5,"LUKÁŠ SKOTNICA",21,"student VŠB strojní fakulty","Hošťálkovice","Ne","ČSSD",""
7,1,"Bc. LUCIE KŘÍŽOVÁ",28,"jednatel společnosti","Hošťálkovice","Ne","ČSSD",""
7,9,"JOSEF BASOVNÍK",48,"OSVČ","Hošťálkovice","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,4,"MATĚJ ŠAFRAN",21,"student ekonomie VŠB, trenér cyklistiky a lyžování","Hošťálkovice","Ne","ČSSD",""
7,7,"DALIBOR ŠAFRAN",52,"elektrikář","Hošťálkovice","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,2,"MAREK LIŠKA",41,"řidič sanitky","Hošťálkovice","Ne","ČSSD",""
7,6,"ROMAN KŘÍŽ",26,"jednatel společnosti","Hošťálkovice","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,8,"MILAN PETRAŠKO",53,"OSVČ","Hošťálkovice","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
47,1,"JAN TOMŠÍK",38,"strojní zámečník","Hošťálkovice","Ne","KSČM",""
47,6,"MIROSLAVA STARÁ",67,"důchodkyně","Hošťálkovice","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
53,6,"RUDOLF VOLNÝ",44,"soukromý podnikatel","Hošťálkovice","Ne","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,1,"ONDŘEJ SÝKORA",26,"OSVČ","Hošťálkovice","Ne","ODS",""
53,9,"JINDŘICH KERNBACH",59,"OSVČ","Hošťálkovice","Ne","ODS",""
53,2,"JAN TOMEČEK",36,"OSVČ","Hošťálkovice","Ne","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,8,"MARTIN ČERNÍK",41,"OSVČ","Hošťálkovice","Ne","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,4,"RADIM BEŇOVIČ",45,"ředitel","Hošťálkovice","Ano","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
