"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
901,1,"JAN OTTA",34,"řidič","Vintířov","Ano","""ZA VEŘEJNĚ OBECNÍ ZÁJMY""",""
901,3,"EVA OTTOVÁ",30,"výstupní kontrolorka","Vintířov","Ne","""ZA VEŘEJNĚ OBECNÍ ZÁJMY""",""
902,3,"ROBERT MUCHKA",34,"technik","Vintířov","Ano","""ZA VEŘEJNĚ OBECNÍ ZÁJMY""",""
902,2,"PETR LÁNSKÝ",31,"zámečník - strojník","Vintířov","Ne","""ZA VEŘEJNĚ OBECNÍ ZÁJMY""",""
902,1,"LIBOR ČEŠKA",27,"učitel","Vintířov","Ne","""ZA VEŘEJNĚ OBECNÍ ZÁJMY""",""
903,6,"ROSTISLAV ZÁPOTOCKÝ",48,"dělník","Vintířov","Ano","""ZA OBEC KRÁSNĚJŠÍ""",""
903,7,"JITKA STŘIMELSKÁ",44,"technik","Vintířov","Ano","""ZA OBEC KRÁSNĚJŠÍ""",""
903,2,"MIROSLAV ČEŠKA",54,"technik","Vintířov","Ano","""ZA OBEC KRÁSNĚJŠÍ""",""
903,9,"PETR VYSTRČIL",66,"důchodce","Vintířov","Ano","""ZA OBEC KRÁSNĚJŠÍ""",""
903,3,"MAREK CHOC",39,"elektrikář","Vintířov","Ne","""ZA OBEC KRÁSNĚJŠÍ""",""
903,4,"JIŘÍ STŘIMELSKÝ",50,"technik","Vintířov","Ano","""ZA OBEC KRÁSNĚJŠÍ""",""
903,8,"JIŘÍ RAJTURA",60,"dělník","Vintířov","Ano","""ZA OBEC KRÁSNĚJŠÍ""",""
903,1,"JIŘÍ OŠECKÝ",67,"důchodce","Vintířov","Ano","""ZA OBEC KRÁSNĚJŠÍ""",""
904,3,"ALEXANDR KUMAJ",37,"OSVČ","Vintířov","Ne","",""
901,6,"DANIEL BURÁŇ",24,"technik","Vintířov","Ne","",""
905,1,"DANIEL DEMETER",19,"student","Vintířov","Ne","",""
901,7,"JANA KRAKOVÁ",23,"prodavačka","Vintířov","Ne","",""
905,8,"LUKÁŠ MÜLLER",29,"nezaměstnaný","Vintířov","Ne","",""
901,5,"LUKÁŠ RYCHETSKÝ",27,"armovač","Vintířov","Ne","",""
902,7,"MIROSLAV ERBERT",27,"obchodní referent","Vintířov","Ne","",""
904,4,"GEJZA DEMETER",48,"OSVČ","Vintířov","Ne","",""
901,4,"PETRA TIMKOVÁ",26,"zástupce vedoucí","Vintířov","Ne","",""
901,8,"IRENA LEMERMAN",36,"rodičovská dovolená","Vintířov","Ne","",""
903,5,"PAVEL VAŠEK",49,"elektrikář","Vintířov","Ne","",""
904,9,"PAVLÍNA HORVÁTOVÁ",36,"žena v domácnosti","Vintířov","Ne","",""
904,8,"MILAN DEMETER",44,"zedník","Vintířov","Ne","",""
901,2,"LUKÁŠ LEMERMAN",36,"řidič velkostroje","Vintířov","Ne","",""
902,11,"TOMÁŠ STŘIMELSKÝ",29,"obchodní zástupce","Vintířov","Ne","",""
904,11,"JAROSLAV CINA",45,"invalidní důchodce","Vintířov","Ne","",""
902,4,"Mgr. PETRA ŠIMKOVÁ",28,"učitelka","Vintířov","Ne","",""
905,11,"MARTIN BLÁHA",24,"nezaměstnaný","Vintířov","Ne","",""
905,6,"JAROSLAVA MÜLLEROVÁ",22,"mateřská dovolená","Vintířov","Ne","",""
904,10,"MARTIN DEMETER",24,"keramik","Vintířov","Ne","",""
905,2,"JIŘÍ LEŇKA",27,"zámečník","Vintířov","Ne","",""
905,10,"TOMÁŠ BIKER",26,"nezaměstnaný","Vintířov","Ne","",""
904,7,"ROMANA CINOVÁ",44,"mistr provozu","Vintířov","Ne","",""
905,4,"MARCEL VĚTROVSKÝ",43,"řidič z povolání","Vintířov","Ne","",""
902,8,"TOMÁŠ VOSTRÝ",28,"zedník","Vintířov","Ne","",""
905,3,"PAVEL DEMETER",36,"OSVČ","Vintířov","Ne","",""
905,7,"LADISLAV KARVAY",25,"dělník","Vintířov","Ne","",""
902,9,"TOMÁŠ BÍLÝ",38,"řidič","Vintířov","Ne","",""
904,1,"MILAN HORVÁT",41,"OSVČ","Vintířov","Ne","",""
904,2,"VLADIMÍR PELZMANN",39,"mistr provozu","Vintířov","Ne","",""
905,5,"SVATOPLUK OTTA",36,"zámečník","Vintířov","Ne","",""
904,5,"ROMAN FABIAN",38,"dělník","Vintířov","Ne","",""
903,11,"MILAN SVOBODA",46,"technik","Vintířov","Ne","",""
903,10,"PETR PICEK",50,"elektrikář","Vintířov","Ne","",""
904,6,"ROSTISLAV SIVÁK",38,"jeřábník","Vintířov","Ne","",""
902,10,"ROMANA VINCENCOVÁ",26,"prodavačka","Vintířov","Ne","",""
905,9,"MICHAELA NIMRICHTEROVÁ",25,"mateřská dovolená","Vintířov","Ne","",""
902,6,"RADEK BYRTUS",38,"řidič velkostroje","Vintířov","Ne","",""
902,5,"VLASTIMIL ČERNÝ",35,"dispečer","Vintířov","Ne","",""
