"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,15,"JARMILA FURMÁNKOVÁ",67,"důchodkyně","Lešná","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,5,"STANISLAV HOLEŇA",46,"OSVČ","Lešná","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,1,"Mgr. HELENA HEGAROVÁ",43,"učitelka","Lešná","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,8,"LENKA PLEŠKOVÁ",45,"prodavačka","Jasenice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
47,2,"MARKÉTA RANDÝSKOVÁ",42,"OSVČ","Lešná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,13,"MIROSLAV ŠOBORA",70,"důchodce","Perná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,15,"JAROMÍR PALACKÝ",68,"důchodce","Vysoká","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"ZDENĚK GRYGAŘÍK",55,"OSVČ","Lešná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,10,"LIBUŠE KLANICOVÁ",60,"prodavačka","Lešná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,5,"RUDOLF MOCEK",64,"důchodce","Lešná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,9,"PAVEL MOCEK",32,"elektrikář","Lešná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,3,"LUBOMÍR MOCEK",56,"OSVČ","Lešná","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,4,"JAROSLAV RANDÝSEK",43,"programátor","Lešná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,7,"EDUARD HRADIL",65,"podnikatel","Lešná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,6,"IVANA PODMOLOVÁ",49,"podnikatelka","Lešná","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
903,1,"Ing. LEO BUCHTA",50,"podnikatel","Lhotka nad Bečvou","Ano","ZA ZDRAVÉ LEŠENSKO, O.S.",""
903,9,"DAVID MÜLLER",28,"podnikatel","Lhotka nad Bečvou","Ne","ZA ZDRAVÉ LEŠENSKO, O.S.",""
903,5,"Ing. PAVEL HLOBIL",54,"ekonom","Lhotka nad Bečvou","Ne","ZA ZDRAVÉ LEŠENSKO, O.S.",""
903,11,"PETR RUČKA",42,"předák výroby","Jasenice","Ne","ZA ZDRAVÉ LEŠENSKO, O.S.",""
903,2,"ZDENĚK OSOBA",72,"stavební inženýr","Jasenice","Ano","ZA ZDRAVÉ LEŠENSKO, O.S.",""
902,6,"STANISLAV MAN",36,"revizní technik","Lešná","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE LEŠNÁ",""
905,2,"HANA ŠKRLOVÁ",47,"místostarostka","Lešná","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE LEŠNÁ",""
905,1,"Ing. JIŘÍ ŠNAJDAR",54,"starosta","Lhotka nad Bečvou","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE LEŠNÁ",""
905,4,"VÍT HELIMAN",50,"technik","Vysoká","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE LEŠNÁ",""
902,3,"RADIM SMOLKA",36,"OSVČ","Příluky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE LEŠNÁ",""
905,3,"Ing. RENÉ HORÁK",49,"obchodní manager","Perná","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE LEŠNÁ",""
