"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,10,"Mgr. PAVLÍNA BOBČÍKOVÁ",36,"učitelka","Dolní Němčí","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,4,"LEOŠ MINKS",58,"invalidní důchodce","Dolní Němčí","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,14,"DRAHOMÍRA PONÍŽILOVÁ",67,"důchodkyně","Dolní Němčí","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,15,"ANTONÍN SVĚTINSKÝ",50,"podnikatel","Dolní Němčí","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,6,"ALOIS MICHALEC",48,"technik","Dolní Němčí","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,1,"Bc. KAREL SMETANA",26,"odborný referent ministerstva zemědělství","Dolní Němčí","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,12,"PETR KADLČEK",42,"podnikatel","Dolní Němčí","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
901,9,"BRONISLAV JEŽEK",49,"elektrikář","Dolní Němčí","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
1,5,"JAROSLAV HANÁK",64,"důchodce","Dolní Němčí","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,2,"Ing. MILAN ZELINKA",43,"vedoucí stavebního úřadu","Dolní Němčí","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
427,2,"Ing. MIROSLAV KADLČEK",56,"místostarosta obce","Dolní Němčí","Ano","""STAROSTOVÉ A NEZÁVISLÍ""","*"
166,11,"ANTONÍN ZEDNÍČEK",62,"podnikatel","Dolní Němčí","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,4,"JOSEF TINKA",56,"poradce ČP","Dolní Němčí","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,3,"ZDENĚK KADLČEK",54,"podnikatel","Dolní Němčí","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,1,"Ing. FRANTIŠEK HAJDŮCH",53,"starosta obce","Dolní Němčí","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,2,"Ing. DUŠAN KUBEŠ",34,"státní zaměstnanec","Dolní Němčí","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
166,5,"EVA KADLČKOVÁ",59,"ředitelka MŠ","Dolní Němčí","Ano","""STAROSTOVÉ A NEZÁVISLÍ""",""
901,15,"ANTONÍN HALÍK",58,"letecký klempíř","Dolní Němčí","Ne","",""
1,13,"ANTONÍN SVĚTINSKÝ",47,"manažer projektu","Dolní Němčí","Ne","",""
427,13,"IVANA MACHÁČKOVÁ",32,"rodičovská dovolená","Dolní Němčí","Ne","",""
901,4,"Mgr. BŘETISLAV LEBLOCH",37,"OSVČ","Dolní Němčí","Ne","",""
427,11,"DAVID GREGOR",24,"student VŠ","Dolní Němčí","Ne","",""
901,11,"DAVID JURÁSEK",39,"OSVČ","Dolní Němčí","Ne","",""
901,13,"STANISLAV STOJASPAL",33,"OSVČ","Dolní Němčí","Ne","",""
427,8,"ELIŠKA STOJASPALOVÁ",31,"vedoucí obchodní skupiny","Dolní Němčí","Ne","",""
901,7,"JOSEF UMLAUF",52,"OSVČ","Dolní Němčí","Ne","",""
427,1,"Ing. FILIP KADLČEK",28,"technik","Dolní Němčí","Ne","",""
427,3,"PaedDr. LUDVÍK ZIMČÍK",57,"ředitel ZŠ a MŠ","Dolní Němčí","Ne","",""
901,6,"JOSEF TROJAN",54,"OSVČ","Dolní Němčí","Ne","",""
166,9,"MARIÁN CMOL",31,"obchodní zástupce","Dolní Němčí","Ne","",""
901,8,"LADISLAV ĎUBAŠÍK",42,"OSVČ","Dolní Němčí","Ne","",""
427,5,"Ing. MICHAL JANČA",34,"technik","Dolní Němčí","Ne","",""
166,8,"MICHAL ŠIMČÍK",28,"vedoucí technologie","Dolní Němčí","Ne","",""
1,8,"Ing. JIŘÍ TALSKÝ",45,"vývoj dodavatelů","Dolní Němčí","Ne","",""
166,15,"Ing. PETR AMBROS",41,"ředitel marketingu","Dolní Němčí","Ne","",""
166,10,"JANA FIBICHROVÁ",45,"účetní","Dolní Němčí","Ne","",""
