"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
806,1,"ALEŠ KREJCAR",29,"konstruktér","Sobčice","Ne","BEZPP","ALEŠ KREJCAR, NEZÁVISLÝ KANDIDÁT"
803,1,"Bc. JANA LHOTÁKOVÁ",24,"zaměstnanec banky","Sobčice","Ne","BEZPP",""
809,1,"JAN ŠEDINA",36,"řezník","Sobčice","Ne","BEZPP",""
807,1,"MARIE HORÁKOVÁ",55,"prodavačka","Sobčice","Ne","BEZPP","MARIE HORÁKOVÁ, NEZÁVISLÝ KANDIDÁT"
804,1,"TOMÁŠ ZAHÁLKA",36,"policista","Sobčice","Ne","BEZPP",""
802,1,"PETR KYSELO",37,"kameník","Sobčice","Ne","BEZPP",""
801,1,"Bc. PETRA BAREŠOVÁ",30,"manažerka Mikroregionu Podchlumí","Sobčice","Ne","BEZPP",""
805,1,"SVĚTLUŠE FIKAROVÁ",50,"účetní","Sobčice","Ne","BEZPP",""
808,1,"JOSEF HORNÍK",59,"soukromý podnikatel - strojírenství","Sobčice","Ano","BEZPP","JOSEF HORNÍK, NEZÁVISLÝ KANDIDÁT"
810,1,"Mgr. VĚRA RYGLOVÁ",32,"učitelka","Sobčice","Ne","BEZPP",""
