"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
1,6,"ANTONÍN PAJDLA",64,"důchodce","Zámrsky","Ne","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,1,"ARNOŠT PALA",59,"dělník","Zámrsky","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,6,"JANA VINKLÁRKOVÁ",36,"MD","Zámrsky","Ne","BEZPP","ZÁMRSKY 2006"
1,3,"MARTIN PAJDLA",39,"živnostník","Zámrsky","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,3,"FRANTIŠEK PAVLÍK",28,"hasič","Zámrsky","Ne","BEZPP",""
1,7,"ALENA PAVLÍKOVÁ",51,"zdravotní sestra","Zámrsky","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,1,"HELENA VOZÁKOVÁ",39,"MD","Zámrsky","Ne","BEZPP",""
1,4,"MARIE ORAVOVÁ",54,"dělnice","Zámrsky","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,5,"ALŽBĚTA ŠIMÁČKOVÁ",30,"zdravotní sestra","Zámrsky","Ne","BEZPP","ZÁMRSKY 2006"
901,4,"VLADIMÍR KUBEŠA",32,"servisní poradce","Zámrsky","Ne","BEZPP",""
901,2,"PAVEL VINKLÁREK",34,"stolař","Zámrsky","Ano","BEZPP","ZÁMRSKY 2006"
901,5,"Ing. ZDENĚK VOZÁK",39,"ekonomický ředitel","Zámrsky","Ano","BEZPP","ZÁMRSKY 2006"
1,2,"Ing. RADOVAN SCHINDLER",44,"podnikatel","Zámrsky","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,7,"Ing. VÁCLAV VOZÁK",41,"agronom","Zámrsky","Ano","BEZPP","ZÁMRSKY 2006"
