"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
903,1,"Bc. JAN JELÍNEK DiS.",26,"soukromý podnikatel","Božetice","Ne","BEZPP",""
901,3,"Ing. JAROMÍR BAREŠ",46,"manažer","Božetice","Ano","BEZPP","BOŽETICE"
901,2,"JUDr. DRAHOMÍRA GLASEROVÁ",52,"právnička","Božetice","Ano","BEZPP","BOŽETICE"
901,1,"JAROSLAV KOFROŇ",56,"starosta obce","Božetice","Ano","BEZPP","BOŽETICE"
901,8,"JOSEF VOLAVKA",38,"podnikatel","Božetice","Ne","BEZPP","BOŽETICE"
901,6,"FRANTIŠEK HOREK",47,"technik","Božetice","Ano","BEZPP","BOŽETICE"
901,7,"JAROSLAVA BURIANOVÁ",44,"podnikatelka","Božetice","Ne","BEZPP",""
903,7,"FRANTIŠEK HOREK",24,"státní zaměstnanec","Božetice","Ne","BEZPP",""
902,7,"MILOSLAV HADÁČEK",54,"soukromý zemědělec","Božetice","Ne","BEZPP",""
902,5,"FRANTIŠEK VÁCHA",35,"řezník","Božetice","Ne","BEZPP","TOP 09"
903,4,"Bc. ALEŠ HADÁČEK DiS.",26,"konstruktér v ZVVZ a.s.","Božetice","Ne","BEZPP",""
903,5,"JAN KOTRBA",28,"soukromý podnikatel","Božetice","Ne","BEZPP",""
902,3,"JAN STEJSKAL",44,"řidič","Božetice","Ne","BEZPP","TOP 09"
901,4,"JAROSLAV HANZLÍK",57,"podnikatel","Božetice","Ano","BEZPP","BOŽETICE"
902,2,"PAVEL ONDRÁČEK",42,"soukromý podnikatel","Božetice","Ne","BEZPP",""
901,5,"JOSEF ŘEZÁČ",53,"podnikatel","Božetice","Ano","BEZPP","BOŽETICE"
903,2,"Ing. PAVEL STEJSKAL",25,"nezaměstnaný","Božetice","Ne","BEZPP",""
901,9,"JOSEF PRŮŠA",41,"technik","Božetice","Ne","BEZPP","BOŽETICE"
902,4,"TOMÁŠ JELÍNEK",28,"soukromý podnikatel","Božetice","Ne","BEZPP",""
903,3,"TOMÁŠ HOREK",26,"mistr v ZVVZ a.s.","Božetice","Ne","BEZPP",""
902,6,"MIROSLAV JELÍNEK",59,"soukromý zemědělec","Božetice","Ne","BEZPP",""
902,1,"ZDENĚK STEJSKAL",63,"soukromý podnikatel","Božetice","Ne","BEZPP",""
903,6,"ONDŘEJ BENDA",22,"konstruktér v ZVVZ a.s.","Božetice","Ne","BEZPP",""
