"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
1,1,"JAROSLAV HRADECKÝ",55,"řidič autobusu","Pavlov","Ne","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
902,6,"VOJTĚCH ŠAFRÁNEK",23,"truhlář","Pavlov","Ne","BEZPP",""
901,1,"FRANTIŠEK POPELÁŘ",54,"starosta obce","Pavlov","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ I"
902,4,"JAN PAVLÁSEK",48,"truhlář, zámečník","Pavlov","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ II"
902,7,"JAROMÍR PAVLÁSEK",39,"řidič","Pavlov","Ne","BEZPP",""
901,7,"Ing. FRANTIŠEK HOS",65,"podnikatel","Pavlov","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ I"
902,1,"ROMANA ŠŤASTNÁ",32,"úřednice","Pavlov","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ II"
901,5,"TOMÁŠ SMEJKAL",24,"automechanik","Pavlov","Ne","BEZPP",""
901,3,"PETR NEŠPOR",35,"živnostník","Bezděkov","Ne","BEZPP",""
902,2,"PAVEL NOSEK",33,"technik","Pavlov","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ II"
901,4,"JOSEF BARTOŇ",24,"řidič","Pavlov","Ne","BEZPP",""
902,5,"RADIM NECHVÁTAL",35,"servisní technik","Pavlov","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ II"
902,3,"LUBOMÍR POPELÁŘ",28,"brusič-nástrojař","Pavlov","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ II"
901,6,"VLADIMÍR MARTINŮ",65,"důchodce","Pavlov","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ I"
901,2,"ZDENĚK ŠAFRÁNEK",46,"řidič","Pavlov","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ I"
