"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
901,2,"EMILIE VOPELÁKOVÁ",52,"v domácnosti","Horní Záblatí","Ano","TOP 09","*"
901,4,"Ing. ROSTISLAV SLADKÝ",65,"důchodce","Hlásná Lhota","Ano","TOP 09","*"
901,1,"Ing. VLADISLAV KLABOUCH",53,"ředitel společnosti","Záblatí","Ano","TOP 09","*"
901,6,"VÁCLAV KOVÁŘ",40,"soukromý zemědělec","Záblatí","Ano","TOP 09","*"
801,1,"VLASTIMIL KOVÁŘ",55,"OSVČ","Záblatí","Ne","TOP 09","*"
901,3,"Ing. MILOSLAV BINDER",40,"technický pracovník","Záblatí","Ano","TOP 09","*"
902,2,"Ing. FRANTIŠEK HODINA",42,"technik, OSVČ","Horní Záblatí","Ano","ZÁBLATÍ A OSADY",""
902,1,"JIŘÍ HODINA",66,"OSVČ","Záblatí","Ano","ZÁBLATÍ A OSADY",""
902,7,"LENKA KRAUSOVÁ",40,"strážník městské policie","Horní Záblatí","Ne","ZÁBLATÍ A OSADY",""
902,8,"JOSEF KRAUS",22,"student","Horní Záblatí","Ne","",""
901,5,"JAN POLIČEK",46,"podnikatel","Řepešín","Ne","",""
901,7,"Ing. JIŘÍ TUŠEK",54,"podnikatel","Hlásná Lhota","Ne","",""
902,5,"PAVLÍNA NOVÁKOVÁ",46,"zdravotní laborantka","Záblatí","Ne","",""
902,3,"Mgr. LUKÁŠ SARAUER",29,"projektový manažer","Záblatí","Ne","",""
902,6,"Bc. LENKA SCHLÖGELOVÁ",24,"administrativní pracovnice","Záblatí","Ne","",""
902,4,"PETR JAKŠ",59,"řidič","Záblatí","Ne","",""
