"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
902,1,"JAROSLAVA VANCLOVÁ",51,"starostka","Slemeno","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA TRVALÝ ROZVOJ OBCE"
902,2,"JIŘÍ DRAHOŇOVSKÝ",60,"zaměstnanec ČD","Dolní Kalná","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SOKOL"
903,6,"DAVID SOBOTKA",32,"živnostník","Slemeno","Ne","BEZPP","SDRUŽENÍ ""VŠESTRANNOST A KVALITA ŽIVOTA"""
901,8,"Bc. EVA FEJTOVÁ",38,"referent sociálního odboru MÚ","Dolní Kalná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SOKOL"
903,5,"BOHUSLAVA RYŠÁLKOVÁ",36,"mateřská dovolená","Dolní Kalná","Ne","BEZPP",""
901,7,"LENKA MÁSLOVÁ",44,"dělnice","Dolní Kalná","Ne","BEZPP",""
902,6,"MARTA BARTOŠOVÁ",46,"projektantka","Dolní Kalná","Ne","BEZPP",""
903,4,"TOMÁŠ HRUŠKA",54,"živnostník","Dolní Kalná","Ne","BEZPP","SDRUŽENÍ ""VŠESTRANNOST A KVALITA ŽIVOTA"""
903,1,"TOMÁŠ NAVRÁTIL",44,"živnostník - truhlář","Slemeno","Ano","BEZPP","SDRUŽENÍ ""VŠESTRANNOST A KVALITA ŽIVOTA"""
902,3,"Ing. TOMÁŠ NOVÁK",35,"ekonom","Slemeno","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA TRVALÝ ROZVOJ OBCE"
902,4,"MIROSLAV MAREK",56,"dělník v kovovýrobě","Dolní Kalná","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA TRVALÝ ROZVOJ OBCE"
903,8,"MIROSLAV ZAPLATÍLEK",41,"podnikatel","Dolní Kalná","Ne","BEZPP","SDRUŽENÍ ""VŠESTRANNOST A KVALITA ŽIVOTA"""
901,5,"VLASTIMIL NOSEK",44,"dělník","Dolní Kalná","Ne","BEZPP",""
903,7,"MILOSLAV NOSEK",39,"dělník v zemědělské výrobě","Dolní Kalná","Ne","BEZPP","SDRUŽENÍ ""VŠESTRANNOST A KVALITA ŽIVOTA"""
901,3,"ZDENĚK KALENSKÝ",41,"obráběč kovů","Dolní Kalná","Ano","BEZPP","HASIČI DOLNÍ KALNÁ"
901,9,"JANA LUKEŠOVÁ",49,"dělnice","Dolní Kalná","Ne","BEZPP","HASIČI DOLNÍ KALNÁ"
901,1,"MICHAL MAŠEK",39,"automechanik","Dolní Kalná","Ne","BEZPP","HASIČI DOLNÍ KALNÁ"
903,3,"MICHAL NAJMAN DiS.",28,"operátor logistiky","Dolní Kalná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA TRVALÝ ROZVOJ OBCE"
901,4,"MAREK CERMAN",41,"skladník","Dolní Kalná","Ne","BEZPP",""
902,5,"FILIP VANCL",49,"grafik","Slemeno","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA TRVALÝ ROZVOJ OBCE"
901,6,"JOSEF MAŠEK",37,"traktorista","Dolní Kalná","Ne","BEZPP",""
901,2,"ROMAN ZAPADLO",40,"technik","Dolní Kalná","Ano","BEZPP","HASIČI DOLNÍ KALNÁ"
903,2,"ROMANA FISCHEROVÁ",44,"vedoucí učitelka ZŠ a MŠ Dolní Kalná","Dolní Kalná","Ne","BEZPP",""
