"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
721,1,"Mgr. JAN LEGO Ph.D.",35,"advokát, vysokoškolský učitel","Hvozd","Ano","TOP 09",""
721,7,"VÁCLAV SMRT",63,"důchodce","Hvozd","Ne","TOP 09",""
721,4,"VÁCLAV HAKR",38,"řidič","Hodoviz","Ne","TOP 09",""
721,5,"PETR HLOUS",36,"živnostník","Hvozd","Ne","TOP 09",""
721,3,"Ing. JAN HLOUS",28,"technik","Hvozd","Ano","TOP 09",""
721,9,"Ing. LADISLAV LEGO",37,"technik","Hvozd","Ne","TOP 09",""
721,2,"Ing. VÍT ŠVEHLA",32,"šlechtitel","Hvozd","Ano","TOP 09",""
901,2,"Mgr. VLADIMÍR NÁGR",39,"vedoucí oddělení IT","Hvozd","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCÍ HVOZD A HODOVIZ",""
901,3,"LENKA REIPRICHOVÁ",40,"prodavačka","Hvozd","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCÍ HVOZD A HODOVIZ",""
901,1,"DANIEL REIPRICH",44,"obchodní zástupce","Hvozd","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCÍ HVOZD A HODOVIZ",""
901,4,"LADISLAV MOULE",36,"hlídač","Hodoviz","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCÍ HVOZD A HODOVIZ",""
901,7,"ANDREA KOLÁŘOVÁ",41,"administrativní pracovník","Hodoviz","Ne","",""
901,5,"Ing. DANIEL GRUBER",26,"administrátor IT","Hodoviz","Ne","",""
721,6,"MARIE HLOUSOVÁ",61,"důchodkyně","Hvozd","Ne","",""
901,9,"JIŘÍ SKÁLA",70,"důchodce","Hvozd","Ne","",""
901,8,"MONIKA PAŠKOVÁ",37,"operátor zpracování zboží","Hodoviz","Ne","",""
901,6,"VLADIMÍR SKÁLA",34,"řidič","Hvozd","Ne","",""
721,8,"VÁCLAV SOPR",38,"stavební mistr","Hvozd","Ne","",""
