"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
7,3,"PhDr. JARMILA BILÍKOVÁ",50,"pedagog","Žlutava","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,2,"ŠÁRKA VEČERKOVÁ",43,"administrativní pracovnice","Žlutava","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,1,"Ing. STANISLAV KOLÁŘ",63,"starosta","Žlutava","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,4,"JIŘÍ FÜRST",58,"dělník-brusič","Žlutava","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,5,"MIROSLAV MIHAL",59,"vedoucí prodejny","Žlutava","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,7,"Ing. PETR MERTLÍK",47,"technik","Žlutava","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
47,2,"ANDREA ŠTĚPÁNÍKOVÁ",46,"zootechnička","Žlutava","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,6,"PETR VOJTÁŠEK",59,"dělník","Žlutava","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,5,"VLADIMÍR MIŠUREC",69,"podnikatel","Žlutava","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,9,"FRANTIŠEK JAKŠA",62,"dělník","Žlutava","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,3,"JUDr. JOSEF ČEJKA",65,"advokát","Žlutava","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"PAVEL ŽŮREK",61,"elektrikář","Žlutava","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
53,7,"KAREL POTOČNÝ",43,"elektrikář","Žlutava","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,1,"KAREL GOIŠ",49,"živnostník","Žlutava","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,4,"MILAN MASARYK",50,"technik","Žlutava","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,6,"EVA MASARYKOVÁ",45,"OSVČ","Žlutava","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,2,"PETR KOZÁK",45,"manažer","Žlutava","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,8,"FRANTIŠEK POTOČNÝ",68,"důchodce","Žlutava","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
901,9,"Bc. TOMÁŠ GROMUS",47,"velitel Městské policie","Žlutava","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ŽLUTAVA",""
901,6,"FRANTIŠEK DUDÍK",43,"vedoucí výroby","Žlutava","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ŽLUTAVA",""
901,2,"KATEŘINA KAŠPÁRKOVÁ",45,"vychovatelka v domově mládeže","Žlutava","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ŽLUTAVA",""
901,7,"ZDENĚK MIŠUREC",43,"OSVČ","Žlutava","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ŽLUTAVA",""
901,1,"Ing. PETR MIŠUREC",42,"podnikatel","Žlutava","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ŽLUTAVA",""
53,9,"ALENA GOIŠOVÁ",48,"účetní","Žlutava","Ne","",""
47,8,"ANTONÍN VOJTÁŠEK",68,"důchodce","Žlutava","Ne","",""
7,8,"IVANA PISKOVÁ",33,"mateřská dovolená","Žlutava","Ne","",""
901,3,"DANIEL FUKSA",32,"řidič","Žlutava","Ne","",""
901,8,"FERDINAND SUDICKÝ",52,"podnikatel","Žlutava","Ne","",""
47,4,"MARTA MAŇASOVÁ",66,"důchodkyně","Žlutava","Ne","",""
901,5,"IVANA LACINOVÁ",35,"OSVČ","Žlutava","Ne","",""
53,3,"MARCEL ČEVORA",23,"student","Žlutava","Ne","",""
53,5,"Ing. PAVEL PECHA",49,"úředník","Žlutava","Ne","",""
7,9,"VLASTIMIL SOVADINA",23,"elektrikář","Žlutava","Ne","",""
901,4,"ZDENA GOIŠOVÁ",45,"OSVČ","Žlutava","Ne","",""
7,6,"Mgr. PAVEL HORÁK",41,"pedagog","Žlutava","Ne","",""
47,7,"PAVEL GABRYŠ",53,"elektrikář","Žlutava","Ne","",""
