"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
901,5,"JIŘÍ VOLEK",66,"důchodce","Sloup v Čechách","Ne","JIŘÍ VOLEK, NEZÁVISLÝ KANDIDÁT",""
901,7,"MUDr. ZBYNĚK JUŘICA",75,"lékař","Sloup v Čechách","Ne","ZA LEPŠÍ SLOUP",""
901,3,"LUMÍR VASZILY",52,"řidič","Sloup v Čechách","Ne","ZA LEPŠÍ SLOUP",""
901,9,"JAROSLAV VACEK",57,"podnikatel","Sloup v Čechách","Ne","ZA LEPŠÍ SLOUP",""
902,8,"LJUBA STANOJKOVIČOVÁ",34,"cvičitelka jezdectví","Sloup v Čechách","Ano","""NA OBCI NÁM ZÁLEŽÍ""",""
902,10,"BOHUMIL BŘEZINA",42,"podnikatel","Sloup v Čechách","Ano","""NA OBCI NÁM ZÁLEŽÍ""",""
902,2,"JAROMÍR STUDNIČKA",42,"starosta obce","Sloup v Čechách","Ano","""NA OBCI NÁM ZÁLEŽÍ""",""
902,3,"MARTIN KARÁSEK",30,"automechanik","Sloup v Čechách","Ano","""NA OBCI NÁM ZÁLEŽÍ""",""
901,1,"MIROSLAV NOVÁK",53,"stavební technik","Sloup v Čechách","Ano","""NA OBCI NÁM ZÁLEŽÍ""",""
902,7,"ONDŘEJ KROK",30,"brusič skla","Sloup v Čechách","Ano","""NA OBCI NÁM ZÁLEŽÍ""",""
902,9,"JANA KRČMÁŘOVÁ",35,"účetní","Sloup v Čechách","Ano","""NA OBCI NÁM ZÁLEŽÍ""",""
902,1,"JANA PEJČINOVIČOVÁ",47,"místostarostka obce","Sloup v Čechách","Ano","""NA OBCI NÁM ZÁLEŽÍ""",""
901,11,"STANISLAV DŘEVÍNEK",53,"vedoucí stavebnin","Sloup v Čechách","Ne","""NA OBCI NÁM ZÁLEŽÍ""",""
901,6,"IRENA MAŠKOVÁ",56,"podnikatel","Sloup v Čechách","Ne","",""
901,2,"JANA BÁRTOVÁ",42,"účetní","Sloup v Čechách","Ne","",""
902,11,"MONIKA ŘÍHOVÁ",42,"pečovatelka","Sloup v Čechách","Ne","",""
902,5,"JIŘÍ BITTMAN",31,"strojní údržbář","Sloup v Čechách","Ne","",""
902,6,"JIŘÍ KRČMÁŘ",35,"řidič - skladník","Sloup v Čechách","Ne","",""
901,4,"MgA. JAN PROŠEK",37,"vysokoškolský pedagog","Sloup v Čechách","Ne","",""
902,4,"LUDĚK DRAGOUN",46,"vedoucí výroby","Sloup v Čechách","Ne","",""
901,10,"LENKA DRŠKOVÁ",35,"účetní","Sloup v Čechách","Ne","",""
901,8,"TOMÁŠ KAMENEC",36,"manažer","Sloup v Čechách","Ne","",""
