"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
903,7,"KAMILA DARIDOVÁ",43,"zdrav. sestra","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ -""POCTIVĚ A S ROZUMEM""",""
903,8,"KATEŘINA BUJNOCHOVÁ",28,"učitelka","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ -""POCTIVĚ A S ROZUMEM""",""
904,6,"JOZEF OSLEJ",51,"Podnikatel","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA STEJNÉ PODMÍNKY PRO VŠECHNY OBČANY",""
904,7,"EMIL GROBELNÝ",76,"Důchodce","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA STEJNÉ PODMÍNKY PRO VŠECHNY OBČANY",""
904,3,"FRANTIŠKA MALÁ",61,"Důchodkyně","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA STEJNÉ PODMÍNKY PRO VŠECHNY OBČANY",""
904,1,"RADOMÍR CALETKA",57,"Podnikatel","Andělská Hora","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA STEJNÉ PODMÍNKY PRO VŠECHNY OBČANY",""
902,2,"DUŠAN VAVŘÍK",70,"starobní důchodce","Andělská Hora","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ""ZA LEPŠÍ BUDOUCNOST MĚSTA ANDĚLSKÁ HORA""",""
902,7,"LUCIE NOVOTNÁ",25,"rozpočtář","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ""ZA LEPŠÍ BUDOUCNOST MĚSTA ANDĚLSKÁ HORA""",""
901,5,"VLASTIMIL FAJMON",48,"OSVČ","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ""ZA LEPŠÍ BUDOUCNOST MĚSTA ANDĚLSKÁ HORA""",""
901,6,"MILAN TROMBIK",48,"OSVČ","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ""ZA LEPŠÍ BUDOUCNOST MĚSTA ANDĚLSKÁ HORA""",""
901,1,"MIROSLAV NOVOTNÝ",49,"starosta","Andělská Hora","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ""ZA LEPŠÍ BUDOUCNOST MĚSTA ANDĚLSKÁ HORA""",""
904,8,"MIROSLAV ŠIMONČÍK",35,"Podnikatel","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ZA VEŘEJNÉ PROJEDNÁVÁNÍ ZÁLEŽITOSTÍ MĚSTA",""
903,1,"LADISLAV LANGER",52,"učitel","Andělská Hora","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ZA VEŘEJNÉ PROJEDNÁVÁNÍ ZÁLEŽITOSTÍ MĚSTA",""
903,6,"SOŇA DOBROTKOVÁ",57,"účetní","Andělská Hora","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ZA VEŘEJNÉ PROJEDNÁVÁNÍ ZÁLEŽITOSTÍ MĚSTA",""
