"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,1,"Mgr. VÁCLAV RŮŽIČKA",61,"ředitel školy","Skřípov","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,7,"PETR ZAPLETAL",64,"důchodce","Skřípov","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,2,"JOSEF VŠETIČKA",44,"specialista bezpečnosti práce","Skřípov","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
901,2,"IVANA OŠLEJŠKOVÁ",50,"ředitelka mateřské školy","Skřípov","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NOVÝ SKŘÍPOV",""
903,2,"ROMAN OŠLEJŠEK",40,"OSVČ","Skřípov","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NOVÝ SKŘÍPOV",""
901,9,"Mgr. KATEŘINA PŘIKRYLOVÁ",27,"lékárnice","Skřípov","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NOVÝ SKŘÍPOV",""
905,8,"JINDŘICH LUŽNÝ",60,"dělník","Skřípov","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NOVÝ SKŘÍPOV",""
902,4,"LUBOMÍR FIALA",39,"OSVČ","Skřípov","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE SKŘÍPOV",""
902,7,"LEOPOLD SCHMIED",62,"soustružník","Skřípov","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE SKŘÍPOV",""
902,5,"KRISTINA NAVRÁTILOVÁ",58,"ekonomka","Skřípov","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE SKŘÍPOV",""
902,2,"JAROSLAV PŘIKRYL",56,"stolař","Skřípov","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE SKŘÍPOV",""
902,1,"OTTO SCHÖLZL",45,"obráběč kovů","Skřípov","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE SKŘÍPOV",""
904,3,"VÁCLAV LAKOMÝ",58,"dělník","Skřípov","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ PETROVA CECHU SKŘÍPOV",""
904,7,"LADISLAV HANTÁK",60,"technik","Skřípov","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ PETROVA CECHU SKŘÍPOV",""
