"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
804,1,"Bc. JAROSLAV JENČEK",32,"prodavač","Plhov","Ne","BEZPP","BC. JAROSLAV JENČEK, NEZÁVISLÝ KANDIDÁT"
812,1,"JAROSLAV ROUS",63,"důchodce","Plhov","Ne","BEZPP","JAROSLAV ROUS, NEZÁVISLÝ KANDIDÁT"
803,1,"FRANTIŠEK DRBOHLAV",51,"obráběč kovů","Samšina","Ano","BEZPP","FRANTIŠEK DRBOHLAV, NEZÁVISLÝ KANDIDÁT"
806,1,"JIŘÍ KNÍŽEK",56,"OSVČ","Všeliby","Ano","BEZPP","JIŘÍ KNÍŽEK, NEZÁVISLÝ KANDIDÁT"
802,1,"MILAN CIMBÁL",43,"státní zaměstnanec","Betlem","Ano","BEZPP","MILAN CIMBÁL, NEZÁVISLÝ KANDIDÁT"
809,1,"MILAN LHOTA",40,"OSVČ","Samšina","Ne","BEZPP","MILAN LHOTA, NEZÁVISLÝ KANDIDÁT"
810,1,"JAROSLAV MAŠTÁLKA",48,"OSVČ","Drštěkryje","Ne","BEZPP",""
808,1,"JOSEF KRUPIČKA",54,"technik","Samšina","Ano","BEZPP","JOSEF KRUPIČKA, NEZÁVISLÝ KANDIDÁT"
815,1,"MIROSLAV VODA",69,"důchodce","Samšina","Ano","BEZPP","MIROSLAV VODA, NEZÁVISLÝ KANDIDÁT"
807,1,"TOMÁŠ KNÍŽEK",30,"automechanik","Všeliby","Ne","BEZPP",""
814,1,"MIROSLAV ULRICH",56,"živnostník","Samšina","Ano","BEZPP","MIROSLAV ULRICH, NEZÁVISLÝ KANDIDÁT"
801,1,"STANISLAV ADAMEC",53,"údržbář","Drštěkryje","Ano","BEZPP","STANISLAV ADAMEC, NEZÁVISLÝ KANDIDÁT"
811,1,"Ing. PAVEL PAŽOUT",41,"technik","Samšina","Ne","BEZPP",""
805,1,"MARTIN KARBAN",30,"automechanik","Plhov","Ne","BEZPP",""
813,1,"VRATISLAV TUPÁČEK",44,"OSVČ","Betlem","Ne","BEZPP",""
