"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
902,5,"EVA KANTOROVÁ",44,"referent hospodaření s majetkem","Radkovy","Ano","BEZPP","KRÁSNĚJŠÍ RADKOVY"
902,1,"Ing. IVANA CHYTILOVÁ",43,"ekonomická ředitelka","Radkovy","Ano","BEZPP","KRÁSNĚJŠÍ RADKOVY"
901,7,"PAVEL DOČKAL",48,"kovář","Radkovy","Ne","BEZPP",""
901,6,"JANA KUBÁLKOVÁ",36,"kontrolor optiky","Radkovy","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,1,"Mgr. MAREK FOUKAL",41,"učitel","Radkovy","Ano","BEZPP","SPOKOJENÉ  RADKOVY"
902,4,"Ing. JIŘÍ ZELA",34,"obchodní zástupce","Radkovy","Ne","BEZPP","ZA ROZVOJ OBCE RADKOVY"
901,9,"Bc. HANA GADASOVÁ",28,"vedoucí odborného výcviku","Radkovy","Ne","BEZPP",""
901,8,"Ing. ILONA BIOVÁ",26,"obchodní referent","Radkovy","Ne","BEZPP","SPOKOJENÉ  RADKOVY"
902,6,"JOSEF CHYTIL",23,"technik","Radkovy","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
901,4,"KATEŘINA PETŘÍKOVÁ",34,"rodičovská dovolená","Radkovy","Ne","BEZPP","KRÁSNĚJŠÍ RADKOVY"
901,2,"VLADIMÍR KRATOCHVÍL",58,"agronom","Radkovy","Ano","BEZPP","ZA ROZVOJ OBCE RADKOVY"
901,3,"VÁCLAV ZEMÁNEK",51,"soukromý zemědělec","Radkovy","Ano","BEZPP","SPOKOJENÉ  RADKOVY"
902,2,"ROMAN VAŠINA",41,"elektrotechnik","Radkovy","Ano","BEZPP","ZA ROZVOJ OBCE RADKOVY"
901,5,"PETR HANZLÍK",50,"zedník","Radkovy","Ne","BEZPP","ZA ROZVOJ OBCE RADKOVY"
902,3,"MILAN MIKEŠKA",49,"frézař","Radkovy","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
