"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
901,4,"KAREL BURSA",32,"strojvedoucí","Branná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ II"
902,2,"MARTIN STRÁNSKÝ",40,"pokrývač","Branná","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ III"
901,1,"ROSTISLAV PROCHÁZKA",56,"podnikatel","Branná","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ II"
901,3,"PAVEL ŘEHA DiS.",37,"záchranář horské služby","Branná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ III"
901,2,"TOMÁŠ SUCHÝ",39,"technik","Branná","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ III"
902,1,"MARCELA KOZÁKOVÁ",41,"starostka","Branná","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ I"
901,6,"OTO KVASŇOVSKÝ",56,"zámečník","Branná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ III"
902,3,"Ing. ŠTĚPÁNKA ŘEHOVÁ",30,"manažerka marketingu","Branná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ I"
902,5,"ZDENĚK BUREŠ",49,"kontrolor jakosti","Branná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ II"
902,6,"VLADIMÍRA BURIANOVÁ",57,"podnikatelka","Branná","Ne","BEZPP",""
902,4,"PAVEL ŘEZNÍČEK",56,"technik","Branná","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ II"
901,5,"PAVEL HUNČAR",42,"montér","Branná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BRANNÁ III"
