"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,2,"ANNA VODEHNALOVÁ",49,"dělnice","Městečko Trnávka","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,11,"JAN DOSTÁL",23,"OSVČ - E-SHOP","Lázy","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
88,10,"JAROSLAV ČERVINEK",53,"dělník","Městečko Trnávka","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
1,7,"JAN ZATLOUKAL",66,"důchodce","Pěčíkov","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,8,"BOŽENA GOPPOLDOVÁ",61,"důchodce","Městečko Trnávka","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
7,1,"VÁCLAV NEUBAUER",66,"bývalý starosta a poslanec","Městečko Trnávka","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,6,"Ing. ROSTISLAV JANÍK",28,"procesní inženýr","Městečko Trnávka","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
88,1,"Ing. MILAN ŠEDAJ",56,"starosta obce","Městečko Trnávka","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
7,12,"MIROSLAV KUBÍN",37,"OSVČ","Městečko Trnávka","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
88,2,"JANA SABLÍKOVÁ",46,"místostarostka obce","Městečko Trnávka","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
88,3,"KAREL ŠKRABAL",40,"OSVČ","Městečko Trnávka","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
88,15,"JANA PŘICHYSTALOVÁ",54,"zdravotní sestra","Městečko Trnávka","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
88,4,"PETR FRÉHAR",37,"THP","Městečko Trnávka","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
47,4,"MARTIN DVOŘÁČEK",41,"pracovník v lesnictví","Stará Roveň","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,5,"JAROSLAV KUČERA",63,"pracovník mlékárny","Městečko Trnávka","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"FRANTIŠEK KOZLOVSKÝ",50,"pracovník obce","Městečko Trnávka","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,12,"ALOIS MAKRLÍK",56,"pracovník dřevovýroby","Městečko Trnávka","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,2,"ZDENĚK KONEČNÝ",58,"vedoucí provozu STK","Městečko Trnávka","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,13,"STANISLAV KUBÍN",64,"důchodce","Městečko Trnávka","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,9,"BOŘIVOJ LEISCHNER",61,"pracovník strojírenství","Lázy","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,6,"MILAN ONDRÁČEK",56,"lesník","Městečko Trnávka","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,14,"JIŘÍ VONDRA",68,"důchodce","Městečko Trnávka","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,3,"DUŠAN TOVÁREK",42,"mistr","Městečko Trnávka","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,8,"MARTIN BUDIG",39,"řidič","Přední Arnoštov","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,15,"Ing. VOJTĚCH ČECH",60,"lesní inženýr","Městečko Trnávka","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
53,1,"Ing. PAVEL BINKA",57,"podnikatel","Městečko Trnávka","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,3,"ELIŠKA REICHOVÁ",59,"úřednice","Městečko Trnávka","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
7,7,"BLANKA PAVLOVCOVÁ",52,"vedoucí pošty","Pacov","Ne","",""
47,10,"JAN BESERLE",63,"pracovník stavebnictví","Městečko Trnávka","Ne","",""
88,9,"Mgr. JANA DOSPĚLOVÁ",35,"učitelka ZŠ","Lázy","Ne","",""
7,9,"LUKÁŠ PAVLOVEC",27,"servisní technik","Pacov","Ne","",""
88,7,"JAROSLAV SEIDL",34,"dělník","Městečko Trnávka","Ne","",""
7,3,"Bc. IRENA NEUBAUEROVÁ",47,"účetní","Mezihoří","Ne","",""
1,9,"JAROSLAV ŽOUŽELKA",19,"studující - SPGŠ","Městečko Trnávka","Ne","",""
88,11,"Ing. JIŘÍ JANÍK",55,"OSVČ","Městečko Trnávka","Ne","",""
1,3,"PETR STEFFAN",38,"OSVČ - řezbář","Městečko Trnávka","Ne","",""
7,11,"JANA HLAVÁČOVÁ DiS.",31,"zdravotní sestra","Lázy","Ne","",""
1,6,"JANA NERUŠILOVÁ",51,"v domácnosti","Městečko Trnávka","Ne","",""
7,15,"PETR MLČOCH",25,"elektrikář","Městečko Trnávka","Ne","",""
53,2,"JINDŘICH SMÉKAL",36,"dělník","Městečko Trnávka","Ne","",""
47,11,"MARTIN ZÁDRAPA",34,"pracovník ve stavebnictví","Pacov","Ne","",""
88,14,"MUDr. MARTA FREMUTHOVÁ",71,"zubní lékařka","Městečko Trnávka","Ne","",""
53,4,"TOMÁŠ REICH",37,"technik","Městečko Trnávka","Ne","",""
88,13,"RENATA TOMANOVÁ",44,"nezaměstnaná","Městečko Trnávka","Ne","",""
88,8,"PAVEL BOHATEC",35,"THP","Městečko Trnávka","Ne","",""
1,4,"ŽANETA BESERLOVÁ",35,"učitelka mat. školy, ředitelka","Městečko Trnávka","Ne","",""
88,12,"KAMIL MAKRLÍK",48,"montér","Městečko Trnávka","Ne","",""
1,1,"JOSEF HEGER",64,"důchodce - člen OV včelařů","Městečko Trnávka","Ne","",""
7,4,"MIROSLAV SKOČOVSKÝ DiS.",27,"pedagog volného času","Městečko Trnávka","Ne","",""
88,6,"Ing. ONDŘEJ ČECH",32,"manager","Městečko Trnávka","Ne","",""
7,8,"ROBERT HENSL",44,"řidič","Městečko Trnávka","Ne","",""
88,5,"VĚRA KOZLOVSKÁ",45,"OSVČ","Městečko Trnávka","Ne","",""
7,13,"MgA. ZDEŇKA SELINGEROVÁ",34,"učitelka","Městečko Trnávka","Ne","",""
1,10,"LUKÁŠ DOSTÁL",26,"designer zbrojovky","Lázy","Ne","",""
1,5,"MILAN HEGER",29,"elektrikář","Městečko Trnávka","Ne","",""
7,2,"Mgr. RADEK KONEČNÝ",35,"učitel vojenského gymnázia","Městečko Trnávka","Ne","",""
7,10,"RADIM ŠAŠINKA",26,"technolog","Městečko Trnávka","Ne","",""
47,7,"ZDEŇKA SEIDLOVÁ",58,"pracovnice dřevovýroby","Městečko Trnávka","Ne","",""
53,5,"SVATOPLUK BIČOVSKÝ",67,"důchodce","Petrůvka","Ne","",""
7,14,"PAVEL ZÁDRAPA",43,"řidič","Pacov","Ne","",""
7,5,"Ing. SOŇA ELFMARKOVÁ",52,"referent stavebního úřadu","Lázy","Ne","",""
