"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
813,1,"JAKUB FRANTA",31,"podnikatel","Vysoká Pec","Ne","BEZPP",""
803,1,"Ing. JINDŘICH KOŠNER",46,"podnikatel","Rudné","Ano","BEZPP","Č1"
804,1,"EMIL ŠUDÝ",61,"pracující důchodce","Rudné","Ano","BEZPP","Č1"
809,1,"JIŘINA TOMKOVÁ",59,"zdravotní sestra","Rudné","Ne","BEZPP",""
811,1,"Mgr. JOSEF DVOŘÁČEK",55,"učitel","Vysoká Pec","Ne","BEZPP","Č1"
802,1,"JAN HÜTTNER",30,"technik jakosti","Vysoká Pec","Ano","BEZPP","NOVÁ GENERACE"
801,1,"BEDŘICH KRATOCHVÍL",40,"nezaměstnaný","Vysoká Pec","Ano","BEZPP","Č1"
808,1,"DITA MATOUŠOVÁ DiS.",42,"sociální pedagog","Rudné","Ne","BEZPP",""
812,1,"Bc. VLASTIMIL ZÁZVORKA",51,"kamnář","Vysoká Pec","Ne","BEZPP",""
807,1,"TOMÁŠ HÜTTNER",43,"podnikatel","Vysoká Pec","Ano","BEZPP","Č1"
805,1,"RICHARD VANĚČEK",37,"konstruktér","Rudné","Ne","BEZPP",""
806,1,"VÁCLAV MALÝ",37,"manažer průmyslového inženýrství","Vysoká Pec","Ne","BEZPP",""
810,1,"KATEŘINA KREJSOVÁ",30,"technik výroby","Vysoká Pec","Ne","BEZPP","NOVÁ GENERACE"
