"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
210,1,"JAROSLAV VAGENKNECHT",59,"účetní","Lomnice nad Popelkou","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
210,15,"MOJMÍR BRÁZDIL",42,"konstruktér","Lomnice nad Popelkou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
210,7,"VLASTA MALÁ",53,"dámská krejčová","Lomnice nad Popelkou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
210,11,"LUDMILA ZAHRÁDKOVÁ",57,"zdravotní sestra","Lomnice nad Popelkou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
210,9,"JOSEF HOŠEK",49,"finanční poradce","Lomnice nad Popelkou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
210,13,"Ing. JIŘÍ ČAPKA",41,"učitel","Lomnice nad Popelkou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
210,3,"EVA KMEŤOVÁ",45,"lékárnice","Lomnice nad Popelkou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
7,12,"JOSEF PĚNIČKA",71,"důchodce","Lomnice nad Popelkou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,14,"MIROSLAV BLÁHA",60,"technik","Lomnice nad Popelkou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,16,"JIŘÍ BERGER",70,"důchodce","Lomnice nad Popelkou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,17,"MILAN PĚNIČKA",48,"podnikatel","Lomnice nad Popelkou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,2,"Mgr. JAN DRAHOŇOVSKÝ",51,"ředitel muzea","Lomnice nad Popelkou","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,10,"MIROSLAV MIKULE",60,"podnikatel","Lomnice nad Popelkou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,11,"DANIEL KROTIL",39,"podnikatel","Lomnice nad Popelkou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,6,"STANISLAV DLOUHÝ",67,"důchodce","Lomnice nad Popelkou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,9,"STANISLAV ŠPALEK DiS.",36,"podnikatel","Lomnice nad Popelkou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
47,8,"PETR KOPECKÝ",60,"řidič","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,5,"Ing. IRENA KLINGEROVÁ",62,"úřednice","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"JOSEF SVOBODA",67,"ekonom, právník","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,14,"Ing. BOHUMIL HAŠEK",73,"technik","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,13,"IRENA MACHAČOVÁ",67,"prodavačka","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,12,"JAROSLAV HOLEC",73,"řidič","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,7,"Ing. MILOŠ JIRMAN",68,"technik","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,6,"MILOSLAV PRÁŠIL",61,"elektrikář","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,4,"ZDEŇKA JIRMANOVÁ",68,"zubní laborantka","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,17,"IVETA DRAHOŇOVSKÁ",45,"podnikatelka","Lomnice nad Popelkou","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,2,"Ing. JOSEF KLINGER",68,"podnikatel","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,11,"JAROSLAVA MACHÁČKOVÁ",64,"úřednice","Lomnice nad Popelkou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
210,12,"PETR HAVEL",69,"důchodce","Lomnice nad Popelkou","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
210,6,"MIROSLAV ŠMIRAUS",57,"úředník","Lomnice nad Popelkou","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
210,8,"Ing. VLASTIMIL BAMBAS",56,"vydavatel volný novinář","Lomnice nad Popelkou","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
210,14,"OLGA NOSKOVÁ",57,"ředitelka","Lomnice nad Popelkou","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
901,17,"FRANTIŠEK POSEJPAL",62,"podnikatel v pohostinství","Lomnice nad Popelkou","Ne","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
901,10,"KAREL KODEJŠKA",67,"trenér mládeže ve skocích na lyžích","Lomnice nad Popelkou","Ne","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
7,3,"JAN DRAHOŇOVSKÝ",72,"důchodce,bývalý vedoucí městské knihovny","Lomnice nad Popelkou","Ano","NEZÁVISLÍ KANDIDÁTI LOMNICKA","*"
901,9,"VÁCLAV ZELMANOVIČ",61,"učitel na střední škole","Lomnice nad Popelkou","Ne","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
901,16,"Mgr. ALENA ŽENATÁ",50,"ředitelka základní školy, učitelka","Lomnice nad Popelkou","Ne","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
901,15,"Ing. PETR SAMOHÝL",52,"podnikatel, velkoobchod","Lomnice nad Popelkou","Ne","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
901,2,"Ing. ZDENĚK RAJM",35,"investiční technik, neuvolněný místostarosta","Lomnice nad Popelkou","Ano","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
901,6,"Mgr. PAVEL HRDINA",42,"zástupce ředitele Základní školy, učitel","Lomnice nad Popelkou","Ano","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
901,4,"MATĚJ BÁRTA",36,"grafik, knižní vydavatel","Černá","Ano","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
901,3,"VLADIMÍR MASTNÍK",67,"neuvolněný starosta, radní Libereckého kraje","Lomnice nad Popelkou","Ano","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
901,1,"Mgr. JOSEF ŠIMEK",37,"místostarosta města","Lomnice nad Popelkou","Ano","NEZÁVISLÍ KANDIDÁTI LOMNICKA",""
210,16,"ILONA TURKOVÁ",59,"ekonom","Lomnice nad Popelkou","Ne","PRO LOMNICI","*"
210,2,"MARTIN MATUŠŮ",40,"ředitel","Lomnice nad Popelkou","Ne","PRO LOMNICI","*"
210,4,"ROMAN DUŠTA",45,"bankovní úředník","Lomnice nad Popelkou","Ano","PRO LOMNICI","*"
210,5,"ALEŠ JALUŠKA",67,"duchovní CČSH","Lomnice nad Popelkou","Ne","",""
210,10,"Ing. ALICE SOUKUPOVÁ",27,"úředník","Lomnice nad Popelkou","Ne","",""
7,1,"DAN FOLTÝN",21,"student,vedoucí směny v obchodním domě","Lomnice nad Popelkou","Ne","",""
901,14,"JAN ŽITNÍK",40,"podnikatel, obchodník","Lomnice nad Popelkou","Ne","",""
7,15,"Mgr. EVA MEČÍŘOVÁ",33,"vedoucí studijního oddělení","Lomnice nad Popelkou","Ne","",""
47,15,"JANA RUDIŠOVÁ",65,"učitelka MŠ","Lomnice nad Popelkou","Ne","",""
901,8,"JOSEF MATĚJKA",48,"podnikatel ve dřevovýrobě","Lomnice nad Popelkou","Ne","",""
801,1,"IVO ŽÍTEK",55,"živnostník","Lomnice nad Popelkou","Ne","",""
802,1,"JIŘÍ KREJCAR",58,"živnostník","Lomnice nad Popelkou","Ne","",""
901,11,"Bc. JANA MIKULOVÁ",25,"učitelka","Lomnice nad Popelkou","Ne","",""
7,4,"Mgr. JANA ŠIMŮNKOVÁ",53,"pedagog volného času v DDM","Lomnice nad Popelkou","Ne","",""
901,7,"Mgr. JOSEF SVOBODA",43,"ředitel Kulturního a informačního střediska","Lomnice nad Popelkou","Ne","",""
47,3,"MARIE KROTILOVÁ",66,"úřednice","Lomnice nad Popelkou","Ne","",""
901,13,"ZDENĚK RYDVAL",42,"podnikatel v elektro","Lomnice nad Popelkou","Ne","",""
901,12,"Ing. PETR HEJDUK",45,"vedoucí pobočky Státního pozemkového úřadu","Lomnice nad Popelkou","Ne","",""
7,5,"Ing. JIŘÍ VOJTÍŠEK",58,"učitel odborných předmětů","Lomnice nad Popelkou","Ne","",""
7,7,"Mgr. ZUZANA DYTRT",33,"studentka","Lomnice nad Popelkou","Ne","",""
47,10,"MILOSLAV SŮVA",77,"truhlář","Lomnice nad Popelkou","Ne","",""
7,13,"PETR FOLTÝN",70,"důchodce","Lomnice nad Popelkou","Ne","",""
47,9,"VLASTA DRAŽILOVÁ",60,"dělnice","Chlum","Ne","",""
7,8,"MICHAL HORVÁTH",25,"obráběč na CNC stroji","Lomnice nad Popelkou","Ne","",""
901,5,"STANISLAV DLOUHÝ ML.",42,"manažer lyžařského střediska","Lomnice nad Popelkou","Ne","",""
210,17,"TOMÁŠ ZAMASTIL",37,"školitel","Lomnice nad Popelkou","Ne","",""
47,16,"ZDEŇKA SVOBODOVÁ",64,"zdravotní sestra","Lomnice nad Popelkou","Ne","",""
