"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
903,13,"JIŘÍ SUCHOMEL",71,"důchodce","Dolní Studénky","Ne","KSČM","ŽIVÁ OBEC"
480,10,"CECÍLIA KUBÍČKOVÁ",61,"kosmetička","Dolní Studénky","Ne","BEZPP","TOP 09"
904,10,"JAROSLAV SCHÖN",45,"řidič kamionu","Dolní Studénky","Ne","BEZPP",""
901,11,"JAROSLAV POTĚŠIL",37,"technolog","Dolní Studénky","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA DALŠÍ ROZVOJ OBCE DOLNÍ STUDÉNKY"
480,2,"Mgr. JITKA ČERMÁKOVÁ DiS.",45,"psycholog, pedagog","Králec","Ne","BEZPP","TOP 09"
902,3,"JAROMÍR FICEK",60,"důchodce","Králec","Ne","BEZPP","SPOLEČENSKÉ ORGANIZACE"
166,5,"MUDr. HELENA MUSÍLKOVÁ",62,"dětská lékařka","Dolní Studénky","Ano","BEZPP","ŽIVÁ OBEC"
1,5,"JAROMÍR CHROMÝ",41,"technik CNC strojů","Králec","Ne","BEZPP",""
903,4,"FRANTIŠEK DOLNÍČEK",54,"OSVČ v oboru elektro","Dolní Studénky","Ano","BEZPP","PRO OBEC SPOLEČNĚ"
480,7,"Ing. FRANTIŠEK HOMOLA",61,"úředník","Králec","Ne","BEZPP",""
166,12,"JAN HEGER",72,"důchodce, herec","Dolní Studénky","Ne","BEZPP",""
461,9,"DAGMAR MAJCHEROVÁ",59,"ošetřovatelka drůbeže","Králec","Ne","BEZPP",""
166,2,"MICHAL STRNAD",45,"místostarosta obce","Dolní Studénky","Ano","BEZPP","ŽIVÁ OBEC"
480,6,"LENKA LYSÁKOVÁ",39,"OSVČ","Králec","Ne","BEZPP",""
902,2,"JIŘÍ MIHULKA",52,"servisní technik","Dolní Studénky","Ne","BEZPP","ŽIVÁ OBEC"
902,8,"BLANKA VÉNOSOVÁ",40,"administrativní pracovník","Dolní Studénky","Ne","BEZPP","SPOLEČENSKÉ ORGANIZACE"
1,4,"DAGMAR MAJCHEROVÁ",33,"rodičovská dovolená","Králec","Ne","BEZPP",""
902,4,"Bc. OLGA NEVRLÁ",44,"učitelka MŠ","Králec","Ne","BEZPP",""
166,14,"DAGMAR SCHARTELOVÁ",35,"obsluha pece","Dolní Studénky","Ne","BEZPP",""
166,15,"HELENA MACKOVÁ",77,"důchodce","Králec","Ne","BEZPP","ŽIVÁ OBEC"
461,5,"IVO KUNDERA",61,"řidič","Dolní Studénky","Ne","BEZPP",""
166,3,"Mgr. JAKUB DOLNÍČEK",26,"učitel, manažer MAS Šumperský venkov","Dolní Studénky","Ne","BEZPP","TOP 09"
166,7,"VĚRA KRANICHOVÁ",60,"účetní","Dolní Studénky","Ne","BEZPP","ŽIVÁ OBEC"
166,11,"JIŘINA VALENTOVÁ",54,"školnice MŠ","Králec","Ne","BEZPP","ŽIVÁ OBEC"
903,6,"EVA PAVLÍKOVÁ",44,"dílenský plánovač","Dolní Studénky","Ne","BEZPP","SPOLEČENSKÉ ORGANIZACE"
903,3,"JAROSLAV HORÁČEK",41,"mechanik, elektronik","Dolní Studénky","Ne","BEZPP",""
901,8,"OLGA HAVLÍČKOVÁ",42,"referent","Králec","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA DALŠÍ ROZVOJ OBCE DOLNÍ STUDÉNKY"
901,4,"JIŘÍ URBAN",37,"osoba samostatně výdělečně činná","Dolní Studénky","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA DALŠÍ ROZVOJ OBCE DOLNÍ STUDÉNKY"
480,9,"ALEŠ JANČÍK",41,"THP","Králec","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA BUDOUCNOST NAŠICH DĚTÍ"
480,14,"JAN LINDEMANN",65,"důchodce","Králec","Ne","BEZPP","PRO OBEC SPOLEČNĚ"
1,12,"LIBUŠE JANČÍKOVÁ",65,"důchodkyně","Králec","Ne","BEZPP",""
904,5,"PAVLA FUČÍKOVÁ DiS.",30,"referent výrobní logistiky","Králec","Ne","BEZPP",""
902,6,"Ing. LENKA BUREŠOVÁ",37,"analytik softwerového vývoje","Dolní Studénky","Ne","BEZPP","ŽIVÁ OBEC"
1,3,"Bc. JIŘÍ JANČÍK",32,"student UK v Praze","Králec","Ne","BEZPP",""
1,14,"LUDMILA JANČÍKOVÁ",40,"elektromechanička","Králec","Ne","BEZPP","TOP 09"
166,10,"MATĚJ NEVRLÝ",21,"student VŠ","Králec","Ne","BEZPP",""
901,5,"JOSEF RŮŽIČKA",39,"osoba samostatně výdělečně činná","Dolní Studénky","Ne","BEZPP",""
480,13,"JANA VIKTORINOVÁ",71,"důchodkyně","Dolní Studénky","Ne","BEZPP",""
480,8,"JARMILA KAMLEROVÁ",51,"OSVČ","Dolní Studénky","Ne","BEZPP","TOP 09"
904,14,"JARMILA PATTIOVÁ",58,"kuchařka","Dolní Studénky","Ne","BEZPP",""
901,3,"IVETA HOLINKOVÁ",44,"trenérka fitness","Dolní Studénky","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA DALŠÍ ROZVOJ OBCE DOLNÍ STUDÉNKY"
904,12,"LENKA KOŠAŘOVÁ",46,"rodičovská dovolená","Králec","Ne","BEZPP",""
901,13,"MARKÉTA VILHELMOVÁ",38,"zdravotní sestra","Dolní Studénky","Ne","BEZPP",""
903,10,"MARTIN BUREŠ",26,"servisní technik","Dolní Studénky","Ne","BEZPP","ŽIVÁ OBEC"
166,9,"JAN POLÁCH",49,"podnikatel","Dolní Studénky","Ne","BEZPP","TOP 09"
1,2,"Bc. MIROSLAV FISTR",45,"asistent pedagoga","Králec","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA BUDOUCNOST NAŠICH DĚTÍ"
461,13,"Bc. MARTIN SOURAL",45,"technik","Dolní Studénky","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA BUDOUCNOST NAŠICH DĚTÍ"
901,7,"KAMIL HORÁK",37,"vedoucí prodeje","Dolní Studénky","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - ZA ŽIVOTNÍ PROSTŘEDÍ"
902,12,"Ing. KAMILA KREJČÍ",58,"OSVČ","Dolní Studénky","Ne","BEZPP",""
