"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
7,7,"HELENA ŘEZÁČOVÁ",56,"pracovnice rostlinné výroby","Račetice","Ne","ČSSD",""
7,6,"MARTINA ČERNÁ NOVOTNÁ",44,"uklízečka","Račetice","Ne","ČSSD",""
7,3,"MIROSLAV POKORNÝ",22,"THP","Račetice","Ne","ČSSD",""
7,5,"IVETA RIEGEROVÁ",49,"nezaměstnaná","Račetice","Ne","ČSSD",""
7,2,"LEOŠ RIEGER",29,"jeřábník","Račetice","Ne","ČSSD","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ RAČETICE"
7,1,"MARIE RYŠAVÁ",52,"skladnice","Račetice","Ne","ČSSD",""
902,8,"PAVEL ROSENBAUM",42,"obsluha zemních strojů","Račetice","Ne","KSČM",""
901,3,"ANNA DŽUBÁKOVÁ",57,"ekonomka","Račetice","Ne","BEZPP",""
7,9,"ONDŘEJ LESŇÁK",49,"elektrikář","Račetice","Ne","BEZPP",""
902,2,"Bc. FILIP PAVLÍČEK",35,"správce IS/ICT","Račetice","Ano","BEZPP","SNK PERSPEKTIVA PRO BUDOUCNOST"
903,3,"JINDŘICH FLEISCHMAN",30,"vedoucí oddělení","Račetice","Ne","BEZPP",""
903,2,"Ing. JOSEF RYŠAVÝ",32,"podnikatel","Račetice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ RAČETICE"
1013,4,"PAVLÍNA VALÁŠKOVÁ",43,"vedoucí expedice","Račetice","Ne","BEZPP",""
1013,6,"JIŘÍ KOPECKÝ",49,"zámečník","Račetice","Ne","BEZPP",""
902,9,"MIROSLAV VILD",33,"obsluha zemních strojů","Račetice","Ne","BEZPP",""
903,8,"RADEK SLUNÍČKO",35,"automechanik","Račetice","Ne","BEZPP",""
901,9,"Mgr. BLANKA KOPECKÁ",60,"ředitelka ZŠ","Račetice","Ne","BEZPP",""
1013,8,"JINDRA RAINIŠOVÁ",45,"dělnice","Račetice","Ne","BEZPP",""
902,3,"MARTIN KIRCHMAYR",44,"vychovatel v dětském domově","Račetice","Ne","BEZPP",""
902,5,"DANA TOMANOVÁ",47,"vedoucí prodejny","Račetice","Ano","BEZPP","SNK PERSPEKTIVA PRO BUDOUCNOST"
903,9,"ROSTISLAV KOPECKÝ",36,"zámečník","Račetice","Ne","BEZPP",""
902,4,"RŮŽENA KOPECKÁ",46,"kuchařka","Račetice","Ne","BEZPP","SNK PERSPEKTIVA PRO BUDOUCNOST"
1013,2,"KVĚTOSLAVA KAŠPEROVÁ",42,"zahradnice","Račetice","Ne","BEZPP","SNK PERSPEKTIVA PRO BUDOUCNOST"
901,2,"JOSEF KALÁNEK",55,"podnikatel","Račetice","Ne","BEZPP",""
7,8,"FRANTIŠEK RAINIŠ",52,"dělník","Račetice","Ne","BEZPP",""
1013,5,"HANA JENČOVÁ",41,"ředitelka MŠ","Račetice","Ne","BEZPP",""
903,4,"MIROSLAVA DOLEŽALOVÁ",27,"prodavačka","Račetice","Ne","BEZPP",""
901,8,"HELENA ZOCHOVÁ",65,"důchodce","Račetice","Ne","BEZPP",""
902,7,"Ing. NIKOLA HOFMANOVÁ",25,"ekonom","Račetice","Ne","BEZPP",""
901,6,"PETR SPERK",43,"zemědělec","Račetice","Ne","BEZPP","SNK PERSPEKTIVA PRO BUDOUCNOST"
1013,3,"JOSEF BARTOŇ",45,"živnostník","Račetice","Ne","BEZPP",""
902,1,"VLASTISLAV HOFMAN",55,"stavební technik","Račetice","Ano","BEZPP","SNK PERSPEKTIVA PRO BUDOUCNOST"
903,7,"KATEŘINA KURÁŽOVÁ",33,"vedoucí pošty","Račetice","Ne","BEZPP",""
901,1,"MILOŠ JEŽEK",57,"zemědělec","Račetice","Ne","BEZPP",""
903,6,"PETRA HAMÁČKOVÁ",32,"zdravotní sestra","Račetice","Ne","BEZPP",""
903,1,"PETR SPERK",23,"student","Račetice","Ne","BEZPP",""
902,6,"ŠÁRKA DOLEŽALOVÁ",44,"vedoucí provozu","Račetice","Ne","BEZPP",""
901,5,"RUDOLF ŠRÁMEK",51,"technik","Račetice","Ne","BEZPP",""
903,5,"Bc. VLADIMÍR KVASNIČKA",25,"státní zaměstnanec","Račetice","Ne","BEZPP",""
1013,7,"MICHAL PROKOP",37,"arborista","Račetice","Ne","BEZPP",""
901,7,"Mgr. VLASTA KALÁNKOVÁ",54,"ředitelka ZŠ","Račetice","Ne","BEZPP",""
7,4,"MIROSLAV PŘIBÍK",31,"svářeč","Račetice","Ne","BEZPP",""
901,4,"VLADIMÍR KVASNIČKA",53,"strojník","Račetice","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ RAČETICE"
1013,9,"BLANKA HOFMANOVÁ",39,"dělnice","Račetice","Ne","Obroda",""
1013,1,"Ing. JIŘÍ VAVŘÍK",38,"středoškol.učitel","Račetice","Ano","Obroda","SNK PERSPEKTIVA PRO BUDOUCNOST"
