"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
47,1,"Ing. JIŘÍ MOTEJZÍK",63,"učitel v důchodu","Petrohrad","Ano","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,8,"JIŘÍ BERAN",46,"invalidní důchodce","Petrohrad","Ne","KSČM",""
906,7,"JANA ZEMANOVÁ",39,"uklízečka","Petrohrad","Ne","BEZPP",""
907,2,"IVANA HŮRKOVÁ",56,"ředitelka ZŠ a MŠ","Petrohrad","Ne","BEZPP","SNK EVROPŠTÍ DEMOKRATÉ"
904,6,"MAREK PEKARČÍK",36,"skladník","Petrohrad","Ne","BEZPP",""
904,9,"ANNA KAILOVÁ",34,"vitrážistka","Petrohrad","Ne","BEZPP",""
129,3,"DUŠAN MEREŠŠ",53,"zedník","Petrohrad","Ne","BEZPP","SNK EVROPŠTÍ DEMOKRATÉ"
902,9,"EDITA TOMANOVÁ",40,"operátor výroby","Černčice","Ne","BEZPP",""
129,7,"EVA JANOUŠOVÁ",38,"operátor","Černčice","Ne","BEZPP",""
129,1,"JITKA IDŽAKOVIČOVÁ",38,"zootechnik","Černčice","Ano","BEZPP","SNK EVROPŠTÍ DEMOKRATÉ"
907,1,"JOSEF PTÁK",52,"zaměstnanec obce","Petrohrad","Ano","BEZPP","NEZÁVISLÍ Č.1"
904,4,"MARTIN ZELENKA",43,"OSVČ","Petrohrad","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""HASIČI"""
909,3,"DANA KUNCOVÁ",50,"sanitářka","Petrohrad","Ne","BEZPP",""
902,4,"MARTIN DOMABYL DiS.",36,"zdravotně sociální pracovník","Petrohrad","Ne","BEZPP",""
907,5,"DAVID KUNC",36,"řidič","Petrohrad","Ne","BEZPP",""
903,9,"VERONIKA POUVOVÁ",29,"mateřská dovolená","Bílenec","Ne","BEZPP",""
903,2,"Bc. HANA JAMBOROVÁ",44,"personalistka","Petrohrad","Ne","BEZPP",""
904,2,"JIŘÍ ŠÁCHA",52,"elektrikář","Petrohrad","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""HASIČI"""
909,8,"HANA PULCHARTOVÁ",66,"důchodce","Bílenec","Ne","BEZPP",""
908,7,"DANA ĎOPANOVÁ",36,"servírka","Bílenec","Ne","BEZPP",""
907,9,"IVETA POHLOVÁ",39,"kuchařka","Petrohrad","Ne","BEZPP",""
905,1,"JITKA DONDOVÁ",37,"starostka","Petrohrad","Ano","BEZPP","NEZÁVISLÍ Č.2"
908,2,"PETR MORAVEC",38,"řidič","Bílenec","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""HASIČI"""
902,6,"IVANA HEČKOVÁ",32,"vedoucí prodejny","Petrohrad","Ne","BEZPP",""
908,6,"JOSEF CHALOUPEK",66,"důchodce","Petrohrad","Ne","BEZPP",""
47,6,"MILUŠE HALÁMKOVÁ",58,"zdravotnice","Petrohrad","Ne","BEZPP","KOMUNISTICKÁ STRANA ČECH A MORAVY"
904,3,"JAN PROVÁZEK",35,"státní zaměstnanec","Petrohrad","Ne","BEZPP","SNK EVROPŠTÍ DEMOKRATÉ"
909,6,"FRANTIŠEK TÝML",66,"důchodce","Bílenec","Ne","BEZPP",""
908,9,"FRANTIŠEK WAGNER",49,"opravář","Petrohrad","Ne","BEZPP",""
906,2,"JIŘÍ BLÁHA",23,"prodejce aut Škoda, finanční poradce","Petrohrad","Ne","BEZPP",""
908,8,"MIROSLAV MAJER",39,"dělník","Petrohrad","Ne","BEZPP",""
902,7,"ZDENĚK UČÍK",59,"podnikatel","Černčice","Ne","BEZPP","NEZÁVISLÍ Č.1"
909,7,"JOSEF MÍKA",51,"strážný","Petrohrad","Ne","BEZPP",""
902,3,"ALENA HABROVÁ",33,"mateřská dovolená","Petrohrad","Ne","BEZPP",""
129,6,"MARCEL MAJER",41,"OSVČ","Černčice","Ne","BEZPP",""
906,9,"DUŠAN KÖRÖŠÍ",46,"údržbář","Petrohrad","Ne","BEZPP",""
909,5,"Ing. EVA HŘEBŘINOVÁ",65,"důchodce","Bílenec","Ne","BEZPP",""
906,5,"PETR ZEIDLER",33,"státní zaměstnanec","Černčice","Ne","BEZPP",""
909,2,"JAROSLAV KLEIN",39,"řidič","Petrohrad","Ne","BEZPP",""
905,2,"Ing. MARIE HENLÍNOVÁ",54,"ředitelka Domova pro seniory","Petrohrad","Ne","BEZPP",""
902,1,"Mgr. EVA UČÍKOVÁ",32,"zástupkyně ředitelky ZŠ","Petrohrad","Ne","BEZPP",""
902,8,"Mgr. MARIE VRÁNOVÁ",58,"učitelka","Černčice","Ne","BEZPP",""
