"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
1,2,"Ing. PAVEL ČERNÍN",50,"stavební technik","Tisová","Ano","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,1,"VOJTĚCH ELIÁŠ",59,"starosta","Tisová","Ano","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,7,"Ing. VÁCLAV PETERKA",61,"technik","Tisová","Ne","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,4,"PAVEL VÍŠEK",49,"technik","Zaháj","Ano","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
7,4,"IVAN TRNKA",67,"důchodce","Tisová","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,7,"JAROSLAV KAVKA",35,"technolog","Tisová","Ne","BEZPP",""
792,7,"DAGMAR HERMANOVÁ",54,"živnostník","Tisová","Ne","BEZPP",""
7,6,"JIŘÍ SYNEK",43,"řidič","Tisová","Ne","BEZPP",""
1,3,"JOSEF PÁNEK",48,"nástrojař","Tisová","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,6,"Ing. JANA STRATÍLKOVÁ",58,"lektor jazyků","Tisová","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,5,"RADKO JIROUŠEK",55,"manažer","Tisová","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
7,1,"MARTIN JANECKÝ",41,"ekonom","Tisová","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
792,3,"MIROSLAV JANEBA",67,"technik","Tisová","Ne","BEZPP",""
7,8,"MARTINA SUCHOMELOVÁ",42,"expedientka","Tisová","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
792,4,"MIROSLAV ZÁLESKÝ",76,"řidič","Tisová","Ne","BEZPP",""
7,2,"KAREL ZEMAN",38,"podnikatel","Tisová","Ne","BEZPP",""
792,5,"MIROSLAV DOBEŠ",64,"elektrotechnik","Tisová","Ne","BEZPP",""
7,5,"LUBOMÍR ŠTARMAN DiS.",38,"obchodní zástupce","Tisová","Ne","BEZPP",""
792,6,"JAROMÍR HANÁK",56,"svářeč","Tisová","Ne","BEZPP",""
7,3,"Ing. MARKÉTA HERMANOVÁ",33,"OSVČ","Tisová","Ne","BEZPP",""
792,1,"Ing. VLADIMÍR ČERNÝ",82,"historik","Tisová","Ne","BEZPP",""
792,2,"ZDENĚK MILLICH",72,"zemědělec","Zaháj","Ne","BEZPP",""
724,1,"DAVID NAJMAN",37,"dělník","Tisová","Ne","SPO","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
