"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,15,"PETR MÁLEK",45,"konzultant","Jedovnice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,14,"MARTIN ŘEZNÍČEK",47,"strážník městské policie","Jedovnice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,3,"Ing. JOSEF VÁGNER",37,"technik","Jedovnice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,6,"TATIANA PŘIBYLOVÁ",42,"sociální pracovník","Jedovnice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,10,"JANA SEHNALOVÁ",42,"obchodní asistentka","Jedovnice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,7,"Ing. KAMIL HUDEC",41,"softwarový inženýr","Jedovnice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,4,"Ing. JOSEF PLCH",49,"konstruktér","Jedovnice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,11,"Ing. ZDENĚK ŠTREIT",44,"technik","Jedovnice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,1,"Mgr. ANNA BAYEROVÁ",41,"středoškolská učitelka","Jedovnice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,5,"BRONISLAVA PERNICOVÁ",41,"v domácnosti","Jedovnice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,13,"Mgr. VÍT PLESKAČ",31,"podnikatel","Jedovnice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
47,7,"FRANTIŠEK MAREK",56,"dělník","Jedovnice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,11,"VĚRA PŘIBYLOVÁ",66,"důchodkyně","Jedovnice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,8,"ALOIS CHLUP",58,"invalidní důchodce","Jedovnice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,15,"VÁCLAV HLÁVKA",68,"důchodce","Jedovnice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,6,"JOSEF PŘIBYL",44,"dělník","Jedovnice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
904,15,"VLASTA DAŇKOVÁ",69,"důchodkyně","Jedovnice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY","*"
47,2,"JAROSLAV CHARVÁT",64,"důchodce","Jedovnice","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"JAROSLAV ZELINKA",62,"podnikatel","Jedovnice","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,14,"FRANTIŠEK KUBEŠ",63,"důchodce","Jedovnice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,13,"JIŘÍ DOLEŽEL",60,"mistr","Jedovnice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
903,5,"PAVEL GRYGA",50,"elektrotechnik","Jedovnice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
470,2,"MUDr. ALEŠ KLEINBAUER",54,"lékař","Jedovnice","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
470,4,"JUDr. JIŘÍ POKORNÝ",67,"podnikatel","Jedovnice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
470,15,"Ing. ZDENĚK ZEMÁNEK",55,"technik","Jedovnice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
901,15,"JAROSLAV PERNICA",31,"technik","Jedovnice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
903,13,"IVANA PERNICOVÁ",50,"recepční","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,14,"PAVEL DOLEŽEL",37,"technik","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,15,"MICHAL ČERNÝ",45,"příslušník hasičského sboru -Jedovnice","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,11,"ROMAN PERNICA",51,"vedoucí kooperace","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,8,"MIROSLAV KOZEL",50,"podnikatel","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,3,"MICHAL PRAUSE",43,"příslušník hasičského sboru","Jedovnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,1,"Ing. JAROSLAV ŠÍBL",51,"starosta městyse","Jedovnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,7,"LUKÁŠ KUNC",34,"policista","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,2,"Ing. OLDŘICH HORÁK",36,"jednatel společnosti","Jedovnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,6,"Mgr. HANA ŠÍBLOVÁ",52,"učitelka","Jedovnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,4,"DANIELA STARÁ",48,"zdravotní sestra","Jedovnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
903,9,"Ing. RADOMÍR FIALA",51,"správce pavilonu BVV","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST",""
902,1,"Ing. JOSEF MATUŠKA",40,"učitel na SPŠ Jedovnice","Jedovnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SPOLEČNĚ PRO JEDOVNICE",""
902,11,"Ing. SYLVA VÁGNEROVÁ",31,"vedoucí investičního oddělení na mateřské dovolené","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SPOLEČNĚ PRO JEDOVNICE",""
902,8,"Ing. IRENA ŽIŽKOVÁ",46,"samostatná účetní","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SPOLEČNĚ PRO JEDOVNICE",""
902,9,"KATEŘINA JAVORSKÁ",31,"učitelka ZUŠ","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SPOLEČNĚ PRO JEDOVNICE",""
902,6,"JIŘÍ ŠUBRT",53,"živnostník","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SPOLEČNĚ PRO JEDOVNICE",""
902,10,"PETR MATUŠKA",28,"obchodní zástupce","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SPOLEČNĚ PRO JEDOVNICE",""
902,2,"Ing. RADEK LEBIŠ Ph.D.",36,"živnostník","Jedovnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SPOLEČNĚ PRO JEDOVNICE",""
902,4,"IVETA PLCHOVÁ",47,"prodavačka","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - SPOLEČNĚ PRO JEDOVNICE",""
901,13,"Mgr. TEREZA MRHÁLKOVÁ",34,"sociální pracovnice","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - VOLNÝ ČAS",""
904,14,"EVA HINŠTOVÁ",33,"pečovatelka","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - VOLNÝ ČAS",""
904,13,"Bc. HANA BARTOŠKOVÁ",49,"živnostník","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - VOLNÝ ČAS",""
904,11,"MARCEL ČOPÁK",33,"živnostník","Jedovnice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - VOLNÝ ČAS",""
904,1,"LEOŠ BLAŽEK",42,"provozní technik","Jedovnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - VOLNÝ ČAS",""
470,11,"ADRIAN HRIVÍK",43,"manažer","Jedovnice","Ne","",""
904,9,"ANDREA VÁGNEROVÁ",37,"kuchařka","Jedovnice","Ne","",""
1,12,"ANNA KOHOUTKOVÁ",62,"důchodce","Jedovnice","Ne","",""
904,10,"MARIE ŠEBELOVÁ",66,"důchodkyně","Jedovnice","Ne","",""
901,9,"PaedDr. ANNA ŠPLÍCHALOVÁ",71,"důchodkyně","Jedovnice","Ne","",""
902,15,"Mgr. ANNA TROJÁČKOVÁ",27,"učitelka","Jedovnice","Ne","",""
470,10,"BOHUSLAV POVÝŠIL",67,"důchodce","Jedovnice","Ne","",""
470,6,"Ing. IVO KLIMEŠ",57,"projektový manažer","Jedovnice","Ne","",""
47,9,"DAGMAR JANNOVÁ",60,"důchodkyně","Jedovnice","Ne","",""
47,10,"DANA MARKOVÁ",52,"invalidní důchodce","Jedovnice","Ne","",""
902,13,"DAVID JANÍČEK",35,"technolog","Jedovnice","Ne","",""
47,3,"JUDr. EMIL PROCHÁZKA",67,"důchodce","Jedovnice","Ne","",""
901,6,"Mgr. JIŘINA NOVOTNÁ",31,"advokátka","Jedovnice","Ne","",""
470,14,"JAROMÍR CHATRNÝ",51,"technik","Jedovnice","Ne","",""
1,9,"Ing. MIROSLAV KALA",42,"technický ředitel","Jedovnice","Ne","",""
901,8,"JAROSLAV FARLÍK",31,"obchodní ředitel","Jedovnice","Ne","",""
901,12,"MIROSLAVA KAKÁČOVÁ",38,"rodičovská dovolená","Jedovnice","Ne","",""
470,1,"Mgr. KATEŘINA PINKOVÁ",46,"vedoucí domova seniorů","Jedovnice","Ne","",""
902,12,"Ing. ONDŘEJ ŠÍBL",32,"servisní technik","Jedovnice","Ne","",""
470,12,"Ing. KVĚTA HOLUBOVÁ",39,"asistentka marketingu","Jedovnice","Ne","",""
470,8,"Bc. LENKA FAJFROVÁ",25,"vychovatelka ŠD","Jedovnice","Ne","",""
901,1,"Bc. LENKA ŠEBELOVÁ Dis.",33,"podnikatelka","Jedovnice","Ne","",""
470,7,"Bc. MICHAL KNECHT",47,"vedoucí odd. dopravně správních agend","Jedovnice","Ne","",""
901,2,"Mgr. MICHAL ŠEVČÍK",41,"kurátor pro děti a mládež","Jedovnice","Ne","",""
904,4,"LUBOMÍR PAAR",31,"přípravář - konzultant","Jedovnice","Ne","",""
1,8,"JOSEF GRIM",68,"důchodce","Jedovnice","Ne","",""
