"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
901,10,"VĚRA PFOHLOVÁ",56,"invalidní důchodce","Jívka","Ne","SDRUŽENÍ HASIČŮ",""
902,2,"MARTIN HRUBÝ",45,"vodohospodář","Jívka","Ano","SDRUŽENÍ HASIČŮ",""
902,11,"ANTONÍN ZVONEK",67,"důchodce","Jívka","Ne","SDRUŽENÍ HASIČŮ",""
903,1,"JIŘÍ POSPÍŠIL",43,"řidič","Jívka","Ano","SDRUŽENÍ HASIČŮ",""
902,10,"MIROSLAV PAVELEC",54,"seřizovač CNC","Jívka","Ne","SDRUŽENÍ HASIČŮ",""
902,4,"FRANTIŠEK BALADA",25,"skladník","Jívka","Ne","SDRUŽENÍ HASIČŮ",""
902,3,"PETR RYŠAVÝ",36,"svářeč","Jívka","Ne","SDRUŽENÍ HASIČŮ",""
902,9,"ALOIS LUZÁR",53,"řidič","Jívka","Ne","SDRUŽENÍ HASIČŮ",""
901,7,"KAREL KOBR",40,"soukromý podnikatel","Jívka","Ne","SDRUŽENÍ HASIČŮ",""
901,2,"JAROSLAV SVOBODA",36,"technik","Jívka","Ano","JÍVECKÉ SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
903,2,"KRISTINA NOVOTNÁ",46,"učitelka","Jívka","Ano","JÍVECKÉ SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
901,9,"JANA RUTKAYOVÁ",61,"důchodce","Jívka","Ne","OTEVŘENÁ KANDIDÁTKA",""
902,1,"VÍT VONDRA",36,"předseda ZO OS KOVO","Jívka","Ano","OTEVŘENÁ KANDIDÁTKA",""
901,5,"MICHAL FRÝBA",40,"soukromý podnikatel","Jívka","Ne","OTEVŘENÁ KANDIDÁTKA",""
901,11,"MONIKA VRBATOVÁ",47,"prodavačka","Jívka","Ano","OTEVŘENÁ KANDIDÁTKA",""
901,1,"JIŘÍ GANGUR",56,"starosta obce","Jívka","Ano","OTEVŘENÁ KANDIDÁTKA",""
901,3,"RNDr. JOSEF ŠTYCH",68,"důchodce","Jívka","Ne","OTEVŘENÁ KANDIDÁTKA",""
901,6,"ZDENĚK JANIŠ",75,"důchodce","Jívka","Ano","OTEVŘENÁ KANDIDÁTKA",""
901,8,"BEDŘICH KREMLÍK",31,"dělník","Jívka","Ne","",""
903,10,"JOSEF ŠVEC",40,"autolakýrník","Jívka","Ne","",""
903,8,"JOSEF VONDRÁČEK",48,"dělník","Jívka","Ne","",""
902,6,"KAMIL SEDLÁČEK",38,"vedoucí pracovník","Jívka","Ne","",""
903,9,"KLÁRA VRBATOVÁ",25,"dělník","Jívka","Ne","",""
901,4,"JAN BRADLER",68,"důchodce","Jívka","Ne","",""
903,6,"JITKA PAVELCOVÁ",50,"dělník","Jívka","Ne","",""
902,8,"LUBOMÍR HURDÁLEK",53,"dělník","Jívka","Ne","",""
903,4,"PETR VRBATA",23,"strojní dělník","Jívka","Ne","",""
903,3,"MICHAL PAVELEC",24,"nástrojař","Jívka","Ne","",""
903,5,"JOSEF VONDRÁČEK ML.",25,"operátor v aut. průmyslu","Jívka","Ne","",""
903,7,"PAVEL JIRÁSEK",38,"seřizovač","Jívka","Ne","",""
902,7,"PETR MEUER",32,"konstruktér","Jívka","Ne","",""
902,5,"PAVEL PROCHÁZKA",35,"dělník","Jívka","Ne","",""
