"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
804,1,"JINDŘICH ŠTENCL",36,"dispečer","Doubek","Ne","BEZPP",""
803,1,"MICHAL GLASER",47,"IT konzultant","Doubek","Ano","BEZPP","MICHAL GLASER"
805,1,"LENKA ČÍŽKOVÁ",56,"THP skladní","Doubek","Ano","BEZPP","ČÍŽKOVÁ"
806,1,"JIŘÍ KADLEC",51,"OSVČ","Doubek","Ne","BEZPP",""
807,1,"Ing. KAREL ČADIL",43,"pyrotechnik","Doubek","Ano","BEZPP","ING. KAREL ČADIL"
811,1,"MIROSLAV FIKES",44,"podnikatel","Doubek","Ne","BEZPP",""
808,1,"OLDŘICH LACINA",58,"OSVČ","Doubek","Ano","BEZPP","OLDŘICH LACINA"
810,1,"JAN KUPR",40,"soukromý podnikatel","Doubek","Ne","BEZPP",""
813,1,"RADKA DOLEJŠOVÁ",43,"OSVČ","Doubek","Ne","BEZPP",""
802,1,"JUDr. ZDENĚK POSPÍŠIL",66,"důchodce","Doubek","Ano","BEZPP","JUDR. ZDENĚK POSPÍŠIL"
812,1,"MATOUŠ RAJMONT",41,"OSVČ","Doubek","Ne","BEZPP",""
801,1,"DAVID HOLÝ",38,"manažer","Doubek","Ne","BEZPP",""
809,1,"Mgr. ALEŠ VYKYDAL",42,"provozní ředitel","Doubek","Ne","Svobodní",""
