"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
901,3,"LUCIE KLEJNOVÁ",32,"vedoucí zahradnice","Terezín","Ano","LUCIE KLEJNOVÁ, NEZÁVISLÝ KANDIDÁT",""
901,6,"VÍT POŠVÁŘ",30,"elektromontér","Lažany","Ne","VÍT POŠVÁŘ, NEZÁVISLÝ KANDIDÁT",""
901,1,"JAROSLAV KRAUS",62,"starosta","Radenín","Ano","JAROSLAV KRAUS, NEZÁVISLÝ KANDIDÁT",""
901,9,"JAN JANŮ",34,"traktorista","Kozmice","Ano","JAN JANŮ, NEZÁVISLÝ KANDIDÁT",""
901,2,"ZDENĚK KOPECKÝ",51,"místostarosta","Radenín","Ano","ZDENĚK KOPECKÝ, NEZÁVISLÝ KANDIDÁT",""
901,4,"Ing. MILAN KNOTEK",57,"soukromý podnikatel","Radenín","Ne","MILAN KNOTEK, NEZÁVISLÝ KANDIDÁT",""
902,3,"JAROSLAV VANÍČEK",34,"dělník","Radenín","Ne","",""
901,7,"Bc. MARTIN KŘIVÁNEK",24,"obchodní manager","Nuzbely","Ne","",""
901,8,"LENKA JANUROVÁ",23,"student","Kozmice","Ne","",""
901,5,"LUBOŠ SEDLÁČEK",39,"elektromontér","Radenín","Ne","",""
902,2,"LENKA VANÍČKOVÁ KUČEROVÁ",32,"mateřská dovolená","Radenín","Ne","",""
902,1,"VLADIMÍR FLEISCHHANS",30,"živnostník","Lažany","Ne","",""
