"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
7,21,"JOSEFA MOKRÁ",59,"recepční","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,2,"Ing. IVO KOUŘIL",52,"státní zaměstnanec","Šlapanice","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,7,"doc. RNDr. JAROSLAV BERÁNEK CSc.",56,"matematik","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,15,"ALOIS KINCL",59,"důchodce","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,20,"Mgr. IVETA NOVÁKOVÁ",49,"logopedka","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,4,"Bc. JIŘÍ ŠTĚPÁNEK",54,"učitel odborného výcviku","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,11,"MAGDALÉNA BUDÍNOVÁ",41,"uklízečka","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,5,"JIŘINA BURIANOVÁ",62,"fyzioterapeutka","Šlapanice","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,1,"doc. RNDr. SVATOPLUK NOVÁK CSc.",53,"místostarosta města","Šlapanice","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,14,"MARIE KUBEŠOVÁ",59,"technicko-hospodářský pracovník","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
389,8,"MICHAEL SOVA",46,"technolog","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
7,6,"RNDr. ZBYNĚK KADLC",53,"chemik","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,12,"JAKUB ČASTULÍK",25,"test manažer","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,16,"EVA ŠVEHLOVÁ",49,"administrativní pracovnice","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,17,"JINDŘICH OPLT",76,"důchodce","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,3,"PETR ČASTULÍK",50,"technik","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,19,"Ing. MILAN ONDRÁŠEK CSc.",73,"podnikatel","Šlapanice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
389,21,"Ing. ANTONÍN FIALA",75,"technický ředitel","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,20,"JAN KRČMA",77,"důchodce","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,5,"Ing. JIŘÍ TOMÁŠEK",51,"ekonom","Bedřichovice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,13,"Ing. MIROSLAV MRKVICA",68,"jednatel společnosti","Šlapanice","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,4,"DAVID KONEČNÝ DiS.",34,"oblastní manažer","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,1,"Ing. ZDENĚK KADLC",56,"stavbyvedoucí","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,7,"RNDr. Ing. STANISLAV MATÝŠEK CSc.",58,"ředitel obchodní společnosti","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,2,"Ing. ALENA ŘEZNÍČKOVÁ MBA",50,"manažerka","Šlapanice","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,15,"JIŘÍ KUKLÍNEK",67,"důchodce","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,17,"JIŘÍ SLAVÍK",70,"důchodce","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,6,"ZDENĚK ŠTĚPÁNEK",46,"jednatel společnosti","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,12,"JAN ŠTĚPÁNEK",56,"invalidní důchodce","Šlapanice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
355,16,"Ing. DANA SVOBODOVÁ",47,"nákupčí","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI","*"
355,17,"Ing. PAVEL SEDLÁK",28,"strojní inženýr","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI","*"
355,11,"JIŘÍ ZVEŠPER",59,"vedoucí oddělení správy majetku","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI","*"
355,1,"Bc. IVAN VAVRO",47,"ředitel divize","Bedřichovice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI",""
355,18,"PAVEL KRČEK",42,"technik - prodejce","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI",""
355,4,"MARIE KRÁLOVÁ",41,"zdravotní sestra","Šlapanice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI",""
355,9,"Mgr. HANA KOTULANOVÁ",29,"právnička","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI","*"
355,21,"Ing. JIŘÍ PROCHÁZKA",50,"odborný inspektor","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI",""
355,3,"Ing. arch. JAROSLAV KLAŠKA",52,"poslanec Parlamentu České republiky,starosta města","Šlapanice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI",""
355,20,"VÁCLAV KLAŠKA",44,"osoba samostatně výdělečně činná","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI","*"
355,10,"LADISLAV SEDLÁK",55,"vedoucí závodní kuchyně","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI",""
355,14,"Ing. RADEK BEDNÁŘ",30,"mechanizátor","Bedřichovice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI",""
355,13,"Ing. VLASTISLAV REMEŠ",52,"projektant","Šlapanice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NESTRANÍCI","*"
