"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
901,8,"JAROMÍR ŠTIPČÁK",44,"lesní technik","Staré Těchanovice","Ne","BEZPP",""
47,1,"JOSEF ŽÁČEK",58,"státní zaměstnanec","Staré Těchanovice","Ne","BEZPP",""
901,5,"LADISLAV ŠROMOTA",37,"OSVČ","Staré Těchanovice","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
901,3,"Bc. PETR CHROUST",40,"manažer","Staré Těchanovice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ PRO ROZVOJ A KULTURU OBCE"
901,2,"BOHDANA KOMÁRKOVÁ",36,"THP","Staré Těchanovice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ PRO ROZVOJ A KULTURU OBCE"
901,1,"LUDĚK KOZÁK",41,"OSVČ","Staré Těchanovice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ PRO ROZVOJ A KULTURU OBCE"
901,6,"KARLA STECOVÁ",43,"OSVČ","Staré Těchanovice","Ne","BEZPP",""
901,4,"STANISLAV KRAJČA",56,"dělník","Staré Těchanovice","Ne","BEZPP",""
901,9,"Bc. ROMANA NOVÁKOVÁ",33,"vychovatelka","Staré Těchanovice","Ne","BEZPP",""
901,7,"Ing. TOMÁŠ DRASTÍK",51,"ekonom","Staré Těchanovice","Ne","BEZPP",""
