"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
901,2,"Mgr. ALENA HÁNOVÁ",57,"učitelka","Tedražice","Ano","BEZPP","STRANA PRÁV OBČANŮ ZEMANOVCI"
902,7,"JIŘÍ PENA",49,"technik","Tedražice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ HRÁDEK"
901,12,"JOSEF SEDLÁK",53,"soukromý podnikatel","Čermná","Ne","BEZPP",""
901,5,"Ing. JAROSLAV PREXL",32,"soukromý podnikatel","Čermná","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ HRÁDEK"
902,8,"FRANTIŠEK JECH",51,"řidič","Tedražice","Ne","BEZPP",""
901,9,"DAVID ŠAŠEK",42,"úředník","Tedražice","Ne","BEZPP",""
902,13,"ALEŠ TUREK",34,"dělník","Čejkovy","Ne","BEZPP",""
901,6,"Ing. JINDRA PŘEROSTOVÁ",34,"úřednice","Čermná","Ne","BEZPP",""
901,13,"JIŘÍ VLČEK",53,"soukromý podnikatel","Hrádek","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - NOVÁ VOLBA"
903,1,"Ing. JOSEF KUTIL",56,"starosta obce","Hrádek","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ HRÁDEK"
902,9,"Ing. VLADIMÍRA JUŘICOVÁ",30,"ekonomka","Hrádek","Ne","BEZPP",""
903,7,"Ing. EVA NOVÁ",29,"ekonomka","Zbynice","Ne","BEZPP",""
902,10,"EVA PORCALOVÁ",35,"úřednice","Hrádek","Ne","BEZPP",""
901,10,"FRANTIŠEK SCHWARZ",45,"soukromý podnikatel","Odolenov","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - NOVÁ VOLBA"
902,6,"JAROSLAV PRETL",58,"mistr odborného výcviku","Tedražice","Ne","BEZPP",""
902,15,"ALENA KODÝDKOVÁ",64,"odborný referent","Tedražice","Ne","BEZPP",""
903,9,"PAVEL VÁCL",54,"technik","Hrádek","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ HRÁDECKA"
