"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
7,3,"Ing. MILAN BĚLE",55,"předseda ZD","Kamenice nad Lipou","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,5,"Ing. EVA PROUZOVÁ",55,"učitelka","Antonka","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,4,"PAVEL ŠINDELÁŘ",50,"obchodní náměstek","Kamenice nad Lipou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,1,"Mgr. JAROMÍR PAŘÍK",49,"místostarosta","Březí","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,10,"KAREL NOVÁČEK",64,"v důchodu","Kamenice nad Lipou","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,15,"PAVEL BUZEK",60,"strojník st. strojů","Kamenice nad Lipou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,13,"BOHUSLAV ŠIMEČEK",67,"v důchodu","Kamenice nad Lipou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,2,"MUDr. JAROSLAV HOUSER",46,"vedoucí lékař","Kamenice nad Lipou","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,7,"Ing. PAVEL ZEDNÍK",53,"vedoucí střediska ZD","Kamenice nad Lipou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,14,"VĚRA PEKAŘOVÁ",60,"úřednice","Kamenice nad Lipou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
47,11,"KVĚTOSLAVA POSLUŠNÁ",67,"důchodce","Kamenice nad Lipou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,2,"Ing. ZDENĚK ŠTEFL",68,"předseda ZD","Kamenice nad Lipou","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,9,"BOŽÍK MACEK",67,"důchodce","Kamenice nad Lipou","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,13,"BOŽENA LEBDUŠKOVÁ",70,"důchodce","Gabrielka","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,4,"Mgr. LUĎKA HOUSEROVÁ",70,"důchodce","Kamenice nad Lipou","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"ZDENĚK SEMORÁD",62,"nástrojař","Kamenice nad Lipou","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
