"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
902,2,"JUDr. VÁCLAV RŮŽIČKA",53,"podnikatel","Kunice","Ano","ROZVOJ KUNIC A OKOLÍ",""
902,5,"Ing. BOHDANA ŠTRAJTOVÁ",44,"podnikatelka","Kunice","Ne","ROZVOJ KUNIC A OKOLÍ",""
902,3,"VLADIMÍR HAŠEK",63,"důchodce","Kunice","Ano","ROZVOJ KUNIC A OKOLÍ",""
902,1,"Ing. PAVEL HIRSCH",45,"manažer ve stavebnictví","Kunice","Ano","ROZVOJ KUNIC A OKOLÍ",""
901,2,"Ing. JINDŘICH KONOPÁČ",57,"místostarosta","Kunice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ KUNICE",""
901,3,"Mgr. BLANKA CHRAMOSTOVÁ",39,"ředitelka ZŠ","Dolní Lomnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ KUNICE",""
901,8,"IVANA PĚKNÁ",58,"ředitelka MŠ","Kunice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ KUNICE",""
901,9,"PAVEL ŠPAČEK",62,"důchodce","Vidovice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ KUNICE",""
901,4,"LUBOŠ JURÁNEK",45,"nástrojář-operátor CNC","Všešímy","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ KUNICE",""
901,1,"Ing. JIŘÍ ŠÍMA",63,"starosta","Kunice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ KUNICE",""
901,7,"Ing. DANIELA KAMARÁDOVÁ",42,"projektová manažerka","Dolní Lomnice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ KUNICE",""
901,6,"PETR ALFERY",40,"živnostník","Kunice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ KUNICE",""
902,4,"JAROSLAV KYKAL",41,"IT specialista","Kunice","Ne","",""
901,5,"Ing. PATRICIA JAKEŠOVÁ",45,"manažerka nákupu","Vidovice","Ne","",""
