"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
901,4,"ANNA VETYŠKOVÁ",61,"důchodce","Kamenný Malíkov","Ne","BEZPP",""
901,5,"JAN MEISL",67,"důchodce","Kamenný Malíkov","Ne","BEZPP",""
902,5,"MARIE SOUČKOVÁ",63,"důchodce","Kamenný Malíkov","Ano","BEZPP","KAMENNÝ MALÍKOV PO ROCE 2010"
901,1,"Ing. FRANTIŠEK VETYŠKA",64,"důchodce","Kamenný Malíkov","Ne","BEZPP",""
901,2,"Ing. MIROSLAV KAŠPARŮ",28,"technik","Kamenný Malíkov","Ne","BEZPP",""
902,2,"MIROSLAV KAŠPARŮ",50,"dělník na pile","Kamenný Malíkov","Ano","BEZPP","KAMENNÝ MALÍKOV PO ROCE 2010"
902,1,"KVĚTOSLAVA SOUČKOVÁ",58,"důchodce","Kamenný Malíkov","Ano","BEZPP","KAMENNÝ MALÍKOV PO ROCE 2010"
901,3,"PETR DVOŘÁK",62,"technik","Kamenný Malíkov","Ano","BEZPP","KAMENNÝ MALÍKOV PO ROCE 2010"
902,4,"JIŘÍ PRAŽÁK",54,"seřizovač","Kamenný Malíkov","Ne","BEZPP","KAMENNÝ MALÍKOV PO ROCE 2010"
902,3,"VLASTIMIL DVOŘÁK",57,"inv. důchodce","Kamenný Malíkov","Ano","BEZPP","KAMENNÝ MALÍKOV PO ROCE 2010"
