"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
901,3,"DALIBOR HAVLÍK",61,"operátor","Dolní Vilímeč","Ano","BEZPP","SBOR DOBROVOLNÝCH HASIČŮ"
901,1,"MARIE AMBROŽOVÁ",40,"pekařka","Dolní Vilímeč","Ano","BEZPP","SPOLEK MATEK"
901,6,"ANTONÍN DOLEŽAL",52,"technik","Dolní Vilímeč","Ano","BEZPP","SBOR DOBROVOLNÝCH HASIČŮ"
901,5,"ALEŠ MAN",42,"hrázný","Dolní Vilímeč","Ano","BEZPP","SBOR DOBROVOLNÝCH HASIČŮ"
902,2,"MILOŠ BRADÁČ",42,"řidič","Dolní Vilímeč","Ne","BEZPP",""
902,1,"HELENA FUŇÁKOVÁ",44,"nezaměstnaná","Dolní Vilímeč","Ne","BEZPP",""
901,7,"LADISLAV FUŇÁK",40,"strojní mechanik","Dolní Vilímeč","Ano","BEZPP","SBOR DOBROVOLNÝCH HASIČŮ"
902,3,"ZDENĚK HERYCH",81,"důchodce","Dolní Vilímeč","Ano","BEZPP","SBOR DOBROVOLNÝCH HASIČŮ"
901,2,"ZDENĚK DOHNAL",36,"údržbář","Dolní Vilímeč","Ne","BEZPP",""
902,4,"MIROSLAV ŠTOREK",40,"řidič","Dolní Vilímeč","Ano","BEZPP","SBOR DOBROVOLNÝCH HASIČŮ"
901,4,"MIROSLAV AMBROŽ",45,"OSVČ","Dolní Vilímeč","Ano","BEZPP","SBOR DOBROVOLNÝCH HASIČŮ"
