"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
387,1,"JIŘÍ ŠMÍDL",63,"důchodce","Poleň","Ne","KSČM",""
901,9,"JAROSLAV HNOJSKÝ",64,"důchodce","Zdeslav","Ne","BEZPP",""
387,9,"ERIK KOHN",27,"řidič","Mlýnec","Ne","BEZPP",""
387,2,"DAGMAR PALEČKOVÁ",52,"soukromý podnikatel","Poleňka","Ano","BEZPP","SDRUŽENÍ KSČM A NEZÁVISLÝCH KANDIDÁTŮ"
901,4,"FRANTIŠEK FRANTA",59,"předseda představenstva","Poleň","Ne","BEZPP",""
387,8,"PAVEL PINKAVA",58,"invalidní důchodce","Poleň","Ne","BEZPP","SDRUŽENÍ KSČM A NEZÁVISLÝCH KANDIDÁTŮ"
901,5,"LIBOR FAZEKAŠ",35,"autoklempíř","Poleň","Ne","BEZPP",""
387,3,"JOSEF SIKA",40,"elektrikář","Poleň","Ne","BEZPP",""
901,2,"Ing. RADEK LIDINSKÝ",45,"elektronik","Poleň","Ano","BEZPP","SDRUŽENÍ KSČM A NEZÁVISLÝCH KANDIDÁTŮ"
901,3,"Mgr. JAROSLAVA SEDLÁČKOVÁ",52,"učitelka","Poleň","Ne","BEZPP",""
901,6,"VÁCLAV MAJER",53,"dělník","Poleňka","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ SNK1"
901,7,"VENDULA BALÁKOVÁ",40,"dělnice","Poleň","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ SNK1"
387,4,"STANISLAV ADAM",46,"zedník","Poleňka","Ne","BEZPP","SDRUŽENÍ KSČM A NEZÁVISLÝCH KANDIDÁTŮ"
387,7,"RADEK JANDA",36,"soukromý zemědělec","Zdeslav","Ne","BEZPP",""
387,5,"Ing. TOMÁŠ KOTT Ph.D.",38,"vědecký pracovník","Pušperk","Ne","BEZPP",""
901,8,"RADOVAN STUDENÝ",48,"technik","Poleň","Ne","BEZPP",""
901,1,"Ing. VÁCLAV ŠAVEL Ph.D.",38,"technický ředitel","Poleň","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ SNK1"
387,6,"VLADISLAV ČERVEŇÁK",43,"zedník","Mlýnec","Ne","BEZPP",""
