"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
53,5,"FRANTIŠEK REJENT",60,"živnostník","Holohlavy","Ne","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
902,7,"IVETA HROCHOVÁ",45,"projektantka","Holohlavy","Ne","BEZPP",""
47,11,"ANTON BOROŠ",74,"důchodce","Holohlavy","Ne","BEZPP",""
47,10,"FRANTIŠEK DUŠEK",72,"důchodce","Holohlavy","Ne","BEZPP","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,8,"JAROSLAV KNEJP",36,"autoelektrikář","Holohlavy","Ne","BEZPP",""
53,1,"JIŘÍ MATĚJČEK",58,"živnostník","Holohlavy","Ano","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,11,"EVA MOCHANOVÁ",50,"dělnice","Holohlavy","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,9,"MARTIN MATĚJČEK",29,"zaměstnanec","Holohlavy","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,7,"JAN ZÁPAŘKA",59,"živnostník","Holohlavy","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
902,3,"LENKA NASVETROVÁ",37,"administrativní prac.","Holohlavy","Ne","BEZPP",""
901,9,"KAREL JELÍNEK",51,"OSVČ","Holohlavy","Ne","BEZPP",""
902,10,"IVAN KOČKA",45,"technik elektro","Holohlavy","Ne","BEZPP",""
47,4,"KAROL DUKAY",41,"zaměstnanec obce","Holohlavy","Ne","BEZPP",""
53,3,"Ing. JIŘÍ ŠKRABKA",50,"technický vedoucí laboratoře","Holohlavy","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
47,1,"ONDŘEJ BRANDEJS",29,"elektrikář","Holohlavy","Ne","BEZPP",""
902,11,"MARIE MRKOSOVÁ",66,"důchodkyně","Holohlavy","Ano","BEZPP","''SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ''"
53,6,"JAN ŠOLC",34,"živnostník","Holohlavy","Ne","BEZPP",""
902,9,"JIŘÍ HROCH",66,"důchodce","Holohlavy","Ne","BEZPP","''SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ''"
53,4,"ZUZANA ČERNÁ",36,"živnostník","Holohlavy","Ne","BEZPP",""
