"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
901,1,"EVA PACLTOVÁ",44,"starostka","Jizbice","Ano","BEZPP","EVA PACLTOVÁ, NEZÁVISLÝ KANDIDÁT"
902,1,"Ing. JOSEF NECHVÍL",70,"důchodce","Zavadilka","Ne","BEZPP","ING. JOSEF NECHVÍL, NEZÁVISLÝ KANDIDÁT"
902,8,"EVA RADECHOVSKÁ",42,"expeditorka","Jizbice","Ne","BEZPP",""
902,4,"HANA BRZÁKOVÁ",33,"dělnice Škoda Auto","Jizbice","Ne","BEZPP",""
902,2,"JAN UHLÍŘ",60,"důchodce","Jizbice","Ne","BEZPP",""
901,2,"HANA OUŘEDNÍKOVÁ",41,"zubní instrumentářka","Zavadilka","Ano","BEZPP","HANA OUŘEDNÍKOVÁ, NEZÁVISLÝ KANDIDÁT"
902,7,"JANA ŠANTAVÁ",33,"OSVČ","Zavadilka","Ne","BEZPP",""
902,5,"JAROSLAV NOVÝ",58,"podnikatel","Jizbice","Ne","BEZPP",""
901,7,"Ing. KAREL HANUŠ",60,"technik","Jizbice","Ano","BEZPP","KAREL HANUŠ, NEZÁVISLÝ KANDIDÁT"
902,6,"ONDŘEJ ZDOBINSKÝ",33,"dělník Škoda Auto","Zavadilka","Ne","BEZPP","ONDŘEJ ZDOBINSKÝ, NEZÁVISLÝ KANDIDÁT"
901,6,"LIBOR KUBEŠ",56,"zámečník","Zavadilka","Ano","BEZPP","LIBOR KUBEŠ, NEZÁVISLÝ KANDIDÁT"
901,4,"VLADIMÍR LANDA",45,"živnostník","Zavadilka","Ne","BEZPP",""
901,3,"PAVEL MEJZR",57,"živnostník","Jizbice","Ano","BEZPP","PAVEL MEJZR, NEZÁVISLÝ KANDIDÁT"
902,3,"SOŇA ŠKODOVÁ",56,"provozní hotelu","Zavadilka","Ne","BEZPP",""
901,5,"VLADIMÍR HOŠEK",50,"obráběč kovů","Zavadilka","Ne","BEZPP",""
