"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
804,1,"BLANKA DRÁPELOVÁ",32,"na mateřské dovolené","Lesůňky","Ne","BEZPP","BLANKA DRÁPELOVÁ, NEZÁVISLÝ KANDIDÁT"
807,1,"Ing. ALEŠ KOTAČKA",37,"předseda družstva","Lesůňky","Ne","BEZPP","ING. ALEŠ KOTAČKA, NEZÁVISLÝ KANDIDÁT"
808,1,"JAN KOTAČKA",42,"technik","Lesůňky","Ano","BEZPP","JAN KOTAČKA, NEZÁVISLÝ KANDIDÁT"
810,1,"Ing. LIBOR SVOBODA",61,"zootechnik","Lesůňky","Ano","BEZPP","ING. LIBOR SVOBODA, NEZÁVISLÝ KANDIDÁT"
805,1,"RADOSLAV VEJTASA",44,"dělník","Lesůňky","Ano","BEZPP","RADOSLAV VEJTASA, NEZÁVISLÝ KANDIDÁT"
803,1,"PETR DRÁPELA",37,"řidič sanitního vozu","Lesůňky","Ne","BEZPP","PETR DRÁPELA, NEZÁVISLÝ KANDIDÁT"
809,1,"Ing. JANA CHRÁSTECKÁ",38,"administrativní pracovník","Lesůňky","Ano","BEZPP","ING. JANA CHRÁSTECKÁ, NEZÁVISLÝ KANDIDÁT"
806,1,"JAROSLAV SÝKORA",37,"výpravčí","Lesůňky","Ano","BEZPP","JAROSLAV SÝKORA, NEZÁVISLÝ KANDIDÁT"
801,1,"STANISLAV JANOUŠEK",54,"technik","Lesůňky","Ano","BEZPP","STANISLAV JANOUŠEK, NEZÁVISLÝ KANDIDÁT"
802,1,"ZBYNĚK PELÁN",24,"státní policista","Lesůňky","Ne","BEZPP","ZBYNĚK PELÁN, NEZÁVISLÝ KANDIDÁT"
