"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
902,2,"JIŘÍ KOVÁČ",40,"technik","Bohatice","Ne","BEZPP",""
475,4,"JAN SOUŠEK",31,"HZS - profesionální hasič","Bohatice","Ne","BEZPP",""
475,2,"EVA LACKOVÁ",30,"účetní","Bohatice","Ne","BEZPP",""
475,1,"Bc. JAROSLAVA TOMANOVÁ",43,"speciální pedagog","Bohatice","Ano","BEZPP","BC. JAROSLAVA TOMANOVÁ, NEZÁVISLÝ KANDIDÁT"
901,1,"HANA STEIDELOVÁ",29,"učitelka odborného výcviku","Bohatice","Ano","BEZPP","BOHATICE"
902,5,"MAGDA JOGHEEOVÁ",60,"důchodce","Bohatice","Ne","BEZPP",""
902,6,"JOGENDRA JOGHEE",61,"lékař","Bohatice","Ne","BEZPP",""
902,4,"LEONA NOHÝNKOVÁ",47,"administrativní pracovník","Bohatice","Ne","BEZPP",""
475,5,"RADKA KUBÁTOVÁ",37,"grafik stylista","Bohatice","Ne","BEZPP",""
902,3,"JIŘÍ MŰLLER",40,"zaměstnanec MÚ Ralsko","Bohatice","Ne","BEZPP",""
901,4,"IVA PÁSKOVÁ",50,"asistentka pedagoga","Bohatice","Ne","BEZPP",""
902,1,"LADISLAVA LUXÍKOVÁ",53,"nezaměstnaná","Bohatice","Ne","BEZPP",""
901,3,"PETRA MUDRUŇKOVÁ",47,"dělnice","Bohatice","Ne","BEZPP","BOHATICE"
901,2,"ŠÁRKA ŽÁKOVÁ",29,"mateřská dovolená","Bohatice","Ne","BEZPP",""
901,5,"ZDENĚK PRAŽÁK",44,"autoklempíř","Bohatice","Ne","BEZPP",""
475,3,"Ing. VLADANA TICHÁ",47,"bankovní specialista","Bohatice","Ne","BEZPP",""
