"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
902,4,"MARIE KOČKOVÁ",34,"báňská úpravářka","Dlažkovice","Ne","BEZPP","ZA ROZVOJ VENKOVA"
902,2,"HELENA KOČKOVÁ",46,"sociální pracovnice","Dlažkovice","Ne","BEZPP",""
902,5,"LENKA PUDROVÁ",39,"invalidní důchodce","Dlažkovice","Ne","BEZPP",""
901,4,"MARCELA SUCHOMELOVÁ",37,"poštovní doručovatelka","Dlažkovice","Ano","BEZPP","SEVEROČEŠI.CZ"
902,1,"MARTIN RULF",46,"živnostník","Dlažkovice","Ano","BEZPP","ZA ROZVOJ VENKOVA"
902,3,"JIŘÍ CÍL",47,"aplikační technik","Dlažkovice","Ne","BEZPP","ZA ROZKVĚT DLAŽKOVIC"
902,7,"OLGA KOUTNÁ",34,"vychovatelka","Dlažkovice","Ne","BEZPP",""
901,6,"TOMÁŠ DOUŠA",34,"údržbář","Dlažkovice","Ne","BEZPP","SEVEROČEŠI.CZ"
901,3,"MILOŠ HNILICA",51,"zámečník","Dlažkovice","Ano","BEZPP","SEVEROČEŠI.CZ"
901,5,"LUBOŠ TÝCE",35,"logistik","Dlažkovice","Ano","BEZPP","SEVEROČEŠI.CZ"
901,2,"STANISLAV DOUŠA",58,"živnostník","Dlažkovice","Ano","BEZPP","SEVEROČEŠI.CZ"
902,6,"TOMÁŠ LINHART",33,"živnostník","Dlažkovice","Ne","BEZPP","ZA ROZKVĚT DLAŽKOVIC"
901,7,"VÁCLAV ŠRUMA",24,"truhlář","Dlažkovice","Ne","BEZPP",""
901,1,"MIROSLAVA BENDOVÁ",68,"důchodce","Dlažkovice","Ano","BEZPP","SEVEROČEŠI.CZ"
