"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
901,13,"IVETA MĚŘÍNSKÁ",49,"účetní","Louňovice pod Blaníkem","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
901,4,"MARTIN VÁVRA",41,"OSVČ","Louňovice pod Blaníkem","Ano","ROZVOJ LOUŇOVIC",""
901,1,"Ing. RŮŽENA KUČEROVÁ",57,"starostka Louňovic pod Blaníkem","Louňovice pod Blaníkem","Ano","ROZVOJ LOUŇOVIC",""
901,15,"Ing. VÁCLAV BUDIL",68,"důchodce","Louňovice pod Blaníkem","Ano","ROZVOJ LOUŇOVIC",""
901,2,"JIŘÍ MALÝ",44,"místostarosta Louňovic pod Blaníkem","Louňovice pod Blaníkem","Ano","ROZVOJ LOUŇOVIC",""
901,6,"JOSEF JELÍNEK",48,"OSVČ","Louňovice pod Blaníkem","Ano","ROZVOJ LOUŇOVIC",""
901,5,"Mgr. PAVEL TULEJ",44,"policejní rada","Louňovice pod Blaníkem","Ano","ROZVOJ LOUŇOVIC",""
901,3,"Ing. VÁCLAV FEJTEK",35,"strážník městské policie","Louňovice pod Blaníkem","Ano","ROZVOJ LOUŇOVIC",""
901,7,"JAN VRTIŠKA",32,"armáda ČR","Louňovice pod Blaníkem","Ne","",""
901,12,"Bc. IVANA KOLANDOVÁ",38,"učitelka","Louňovice pod Blaníkem","Ne","",""
901,8,"VLADIMÍR BABKA",39,"OSVČ","Louňovice pod Blaníkem","Ne","",""
901,11,"Ing. VÍT KOCIÁN",31,"OSVČ","Louňovice pod Blaníkem","Ne","",""
901,14,"SIMONA BÉBROVÁ",39,"OSVČ","Louňovice pod Blaníkem","Ne","",""
901,9,"MARIE KOTKOVÁ",62,"důchodce","Louňovice pod Blaníkem","Ne","",""
901,10,"VÍT BARTOŠ",30,"technik","Louňovice pod Blaníkem","Ne","",""
