"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
1,10,"FRANTIŠKA KOUTNÁ",61,"důchodkyně","Želetice","Ne","KDU-ČSL",""
1,1,"JAN KUČERA",43,"svářeč plastů, místostarosta obce","Želetice","Ano","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,4,"Ing. FRANTIŠEK MARADA",40,"technolog","Želetice","Ne","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,2,"JIŘÍ BĚLOHOUBEK",45,"nástrojař","Želetice","Ano","KDU-ČSL","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
158,8,"BŘETISLAV BOHÁTKA",70,"důchodce","Želetice","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE ŽELETICE"
1,7,"ALENA DUDOVÁ",44,"prodavačka","Želetice","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
1,6,"HANA SVOBODOVÁ",26,"učitelka MŠ","Želetice","Ne","BEZPP",""
158,10,"DAVID VLASÁK",42,"dělník","Želetice","Ne","BEZPP",""
158,5,"JAN GOJ",53,"stavbyvedoucí","Želetice","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE ŽELETICE"
1,3,"JAN HORÁK",27,"policista","Želetice","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
158,4,"JIŘÍ SLOVÁČEK",44,"soukromý zemědělec","Želetice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE ŽELETICE"
158,6,"LENKA HRABALOVÁ",46,"učitelka","Želetice","Ne","BEZPP",""
158,1,"PAVEL PLANETA",43,"starosta obce","Želetice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE ŽELETICE"
1,5,"PETR KOUTNÝ",31,"OSVČ","Želetice","Ano","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
158,9,"TOMÁŠ LUSKAČ",41,"OSVČ","Želetice","Ne","BEZPP",""
158,7,"Ing. LUBOMÍR PŘIBYL",44,"technik","Želetice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE ŽELETICE"
158,2,"LUDĚK BEDNAŘÍK",58,"OSVČ","Želetice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE ŽELETICE"
1,9,"MARIE PROCHÁZKOVÁ",56,"zdravotní sestra","Želetice","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
158,3,"STANISLAV SVATOŇ",52,"soustružník","Želetice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE ŽELETICE"
158,11,"RADEK KŘŮMAL",35,"klempíř","Želetice","Ne","BEZPP",""
1,11,"JIŘÍ BĚLOHOUBEK",20,"student","Želetice","Ne","BEZPP",""
1,8,"PAVLA KŘŮMALOVÁ",44,"švadlena","Želetice","Ne","BEZPP","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ"
