"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
5,2,"MICHAL MACH",38,"účetní","Nový Bor","Ne","SZ","STRANA ZELENÝCH"
5,1,"Ing. MILAN PŘÍVRATSKÝ",56,"středoškolský učitel, ekonom","Nový Bor","Ne","SZ","STRANA ZELENÝCH"
7,4,"Mgr. JIŘÍ JANÁS",52,"středoškolský učitel","Nový Bor","Ano","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,21,"VĚRA ŠONKOVÁ",72,"důchodkyně","Nový Bor","Ne","ČSSD",""
7,15,"HEDVIKA CIHLÁŘOVÁ",73,"důchodkyně","Arnultovice","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,20,"MARIE JERIOVÁ",66,"důchodkyně","Arnultovice","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,5,"FRANTIŠEK KURIC",69,"důchodce","Nový Bor","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,11,"PETR SCHNEIDER",31,"invalidní důchodce","Nový Bor","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,18,"OLDŘICH PAŘÍZEK",63,"sklář","Nový Bor","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,2,"JOSEF CHITTUSSI",59,"podnikatel","Arnultovice","Ano","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,17,"HANA KUGLEROVÁ",61,"živnostník - kadeřnice","Nový Bor","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,1,"Mgr. STANISLAV VALDMAN",65,"středoškolský učitel","Arnultovice","Ano","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,10,"PETR TRYHUBA",39,"živnostník - elektrikář","Arnultovice","Ne","ČSSD",""
47,7,"JAROSLAV FUKSA",37,"technik, směnový kontrolor","Nový Bor","Ne","KSČM",""
47,18,"IRENA KONEČNÁ",78,"personalista, ekonom","Nový Bor","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,2,"LUKÁŠ FUKSA",28,"technolog - tavič","Arnultovice","Ne","KSČM",""
47,21,"JIŘÍ ŠPÍGL",80,"stavební technik","Nový Bor","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,12,"Ing. VLASTA PROKOPOVÁ",74,"ekonom","Nový Bor","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,16,"STANISLAV BRENN",60,"živnostník","Arnultovice","Ne","KSČM",""
47,4,"JAKUB RUBÁŠ",40,"operátor výroby - svářeč","Arnultovice","Ne","KSČM",""
47,9,"ANTONÍN PARÝZEK",66,"přednosta Provozního obvodu Liberec Českých drah","Nový Bor","Ne","KSČM",""
47,20,"JAROSLAVA STARÁ",72,"dělnice","Nový Bor","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,19,"KAREL BRABEC",70,"technik","Nový Bor","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
53,2,"Mgr. JANA KUCHTÍKOVÁ",73,"učitelka","Nový Bor","Ne","ODS",""
53,6,"JANA BROUSILOVÁ",28,"servírka","Nový Bor","Ne","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,4,"MICHAL KYNCL",37,"obchodní zástupce","Nový Bor","Ne","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,16,"EVA CHAROUZDOVÁ",70,"důchodce","Nový Bor","Ne","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,1,"VĚRA KALOUSOVÁ",46,"vedoucí sekretariátu","Nový Bor","Ne","ODS",""
53,3,"JAROSLAV TICHÝ",51,"živnostník","Pihel","Ne","ODS",""
53,5,"PETR KEJVAL",58,"živnostník","Nový Bor","Ne","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,17,"CYRIL KOCHRDA",46,"technolog skla","Arnultovice","Ne","BEZPP",""
53,15,"DANIELA ZORIĆOVÁ",65,"kosmetička","Nový Bor","Ne","BEZPP",""
703,4,"Ing. MICHAL VLČEK",37,"manažer Kolektivu","Arnultovice","Ne","BEZPP",""
167,10,"JIŘÍ SEIDL",47,"dělník","Pihel","Ne","BEZPP","HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST"
449,3,"LIBOR FAFALA",61,"jednatel sklárny Ajeto","Nový Bor","Ne","BEZPP","SNK EVROPŠTÍ DEMOKRATÉ-NOVÝ NOVÝ BOR"
167,16,"JAN HOLMAN",25,"sklář - strojník - hasič","Nový Bor","Ne","BEZPP",""
