"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
53,6,"Mgr. IVANA VAŠKŮ",40,"ředitelka, projekt. manažer - Farní charita Beroun","Tetín","Ne","KDU-ČSL",""
53,2,"VOJTĚCH HRDLIČKA",18,"student","Tetín","Ne","ODS",""
166,2,"JOSEF NOSEK",37,"OSVČ","Tetín","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
166,6,"JAROSLAV ROTT",45,"OSVČ","Tetín","Ne","BEZPP",""
902,7,"DAVID ŠTÍPEK",34,"skladník","Tetín","Ne","BEZPP",""
166,9,"Bc. JITKA DRLÍKOVÁ",51,"statistik","Tetín","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,4,"LADISLAV VLASÁK",23,"hradlář u SŽDC. S.O.","Tetín","Ne","BEZPP",""
166,3,"JIŘÍ ŠINKNER",54,"technik","Tetín","Ne","BEZPP","TETÍN-SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ"
901,4,"JINDŘICH ŠAFRA",52,"elektrikář","Tetín","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
902,3,"IVAN SMETANA",48,"technik","Tetín","Ne","BEZPP","TETÍN-SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ"
902,4,"MARIE SLANCOVÁ",65,"důchodce","Tetín","Ne","BEZPP",""
901,1,"Ing. MARTIN HRDLIČKA",50,"geodet","Tetín","Ne","BEZPP",""
902,1,"JOSEF NOSEK",68,"důchodce","Tetín","Ano","BEZPP","TETÍN-SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ"
901,7,"Ing. MARTIN MACHULKA",38,"projektant","Tetín","Ano","BEZPP","TETÍN 2010"
901,6,"JIŘÍ PINKAS",37,"technolog","Tetín","Ne","BEZPP","TETÍN 2010"
901,2,"Ing. MICHAL HEJNA",36,"geolog","Tetín","Ano","BEZPP","TETÍN 2010"
53,1,"MICHAL VENCL",59,"podnikatel","Tetín","Ne","BEZPP",""
166,1,"STANISLAVA LUDMILA SYROVÁTKOVÁ",58,"starostka obce","Tetín","Ano","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
902,9,"Mgr. JITKA ŠTENCOVÁ",52,"ředitelka ZŠ","Tetín","Ne","BEZPP",""
166,7,"JOSEF FOŘT",37,"stavební zámečník","Tetín","Ne","BEZPP","TETÍN-SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ"
901,8,"Mgr. MARTIN KORYČANSKÝ",34,"policista","Tetín","Ne","BEZPP",""
902,8,"DANIEL PECKA",37,"truhlář","Tetín","Ne","BEZPP","TETÍN-SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ"
902,2,"NATAŠA ZÁVOROVÁ",59,"úřednice","Tetín","Ano","BEZPP","TETÍN-SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ"
166,8,"JAROMÍR KRÁTKÝ",63,"OSVČ","Tetín","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,3,"MTCP. ONDŘEJ HRDLIČKA",24,"projektový vedoucí, student","Tetín","Ne","BEZPP",""
166,5,"STANISLAVA HAHNOVÁ ŠEDINOVÁ",59,"pokladní ČD","Tetín","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
901,5,"LIBOR BURIAN",52,"OSVČ","Tetín","Ne","BEZPP","TETÍN 2010"
902,6,"MARTIN PLEŠIVKA",37,"OSVČ","Tetín","Ne","BEZPP",""
902,5,"ROMAN RUJDER",51,"podnikatel","Tetín","Ne","BEZPP",""
53,8,"STANISLAV NOVÁK",20,"student FEL ČVUT","Tetín","Ne","BEZPP",""
901,3,"MARTIN NOVÁK",45,"elektrotechnik","Tetín","Ne","BEZPP","TETÍN 2010"
53,5,"Ing. MARTIN KRTEK",33,"ekonomický manažer","Tetín","Ne","BEZPP","TETÍN 2010"
901,9,"MATTHEW VACLAV DURAS",47,"zemědělec","Tetín","Ano","BEZPP","TETÍN 2010"
53,9,"Bc. TOMÁŠ POKORNÝ",23,"student FEL ČVUT","Tetín","Ne","BEZPP",""
166,4,"ZDENKA DVOŘÁKOVÁ",64,"důchodce","Tetín","Ne","BEZPP",""
53,7,"Mgr. ZDENĚK ZVONEK",54,"kameraman","Tetín","Ne","BEZPP",""
