"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,2,"ALOIS FLEJBERK",56,"živnostník","Mokré Lazce","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,9,"ZDENĚK PAVERA",48,"soukromý zemědělec","Mokré Lazce","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,6,"TOMÁŠ ADAMEC",40,"referent prodeje","Mokré Lazce","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,1,"FRANTIŠEK ŠTEYER",54,"starosta obce","Mokré Lazce","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
47,1,"Ing. JAN ADÁMEK",57,"učitel","Mokré Lazce","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,5,"Mgr. JAROSLAV BUNČEK",66,"důchodce","Mokré Lazce","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,6,"JAN TKÁČ",59,"důchodce","Mokré Lazce","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,7,"JAROMÍR KAVKA",58,"automechanik","Mokré Lazce","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,8,"FRANTIŠEK BAMHOR",71,"důchodce","Mokré Lazce","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
53,4,"Ing. PAVLA ŽÍDKOVÁ",51,"poradce v ekologii","Mokré Lazce","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,3,"Ing. MILOŠ MARTINÍK",53,"vedoucí stavební skupiny","Mokré Lazce","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,1,"Ing. PETR KUDELA",41,"silničář","Mokré Lazce","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,2,"Ing. ONDŘEJ VLČEK",33,"manažer","Mokré Lazce","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
902,9,"GABRIELA ZELENKOVÁ",38,"servírka","Mokré Lazce","Ne","",""
901,1,"ALEŠ MALOHLAVA",38,"OSVČ","Mokré Lazce","Ne","",""
901,7,"ANDREA FRIEDLOVÁ",41,"OSVČ","Mokré Lazce","Ne","",""
901,6,"Bc. BARBORA BORTLOVÁ",22,"student","Mokré Lazce","Ne","",""
53,7,"Bc. BŘETISLAV MUSIL",29,"elektroprojektant","Mokré Lazce","Ne","",""
53,9,"Bc. LUDMILA GALOVÁ",40,"asistentka pedagoga","Mokré Lazce","Ne","",""
901,3,"LUKÁŠ ŽÍDEK",31,"řidič","Mokré Lazce","Ne","",""
47,3,"GABRIELA MARKOVÁ",43,"servírka","Mokré Lazce","Ne","",""
902,5,"Ing. GABRIELA STARECZKOVÁ",40,"účetní","Mokré Lazce","Ne","",""
901,2,"Ing. KAMIL PASTUSZEK",40,"ředitel HZSMSK územní odbor Opava","Mokré Lazce","Ne","",""
1,7,"Ing. JAKUB HOLOUBEK",26,"programátor","Mokré Lazce","Ne","",""
902,3,"JIŘÍ HOLOUBEK",60,"geodet","Mokré Lazce","Ne","",""
53,6,"JIŘÍ MARTINÍK",28,"realitní makléř","Mokré Lazce","Ne","",""
901,8,"JAN KAVKA",33,"voják z povolání","Mokré Lazce","Ne","",""
47,4,"JOSEF GAVLÍK",40,"montér stavebních konstrukcí","Mokré Lazce","Ne","",""
47,2,"Ing. JOSEF HRUBÝ",62,"OSVČ","Mokré Lazce","Ne","",""
902,6,"LUKÁŠ LELEK",31,"zedník","Mokré Lazce","Ne","",""
901,5,"JAROMÍR BENDA",38,"galvanizér","Mokré Lazce","Ne","",""
53,5,"Ing. ONDŘEJ BUBA",26,"specialista finančního kontrolingu","Mokré Lazce","Ne","",""
47,9,"Ing. KAREL SÝKORA",64,"důchodce","Mokré Lazce","Ne","",""
1,5,"Bc. JITKA KINNERTOVÁ",42,"referent prodeje","Mokré Lazce","Ne","",""
902,4,"LUĎKA ČERVENKOVÁ",38,"ekonomka","Mokré Lazce","Ne","",""
901,9,"KAREL MELLAR",40,"strážník MP Ostrava","Mokré Lazce","Ne","",""
53,8,"RADOMÍR MUSIL",29,"technický poradce","Mokré Lazce","Ne","",""
1,3,"LIBUŠE HOLOUBKOVÁ",57,"vedoucí školních jídelen","Mokré Lazce","Ne","",""
902,7,"Ing. RADEK BARTOŠIC",36,"svařovací inženýr","Mokré Lazce","Ne","",""
1,8,"Ing. MATĚJ ŠTEYER",29,"technik hydrauliky","Mokré Lazce","Ne","",""
902,1,"ROMAN GALVAS",49,"živnostník","Mokré Lazce","Ne","",""
902,2,"Ing. PŘEMYSL ULRICH",37,"ekonom","Mokré Lazce","Ne","",""
901,4,"ONDŘEJ PIKA",22,"student","Mokré Lazce","Ne","",""
1,4,"SIMONA HAMPLOVÁ",42,"jednatel společnosti","Mokré Lazce","Ne","",""
902,8,"TOMÁŠ BENDA",42,"provozní mistr","Mokré Lazce","Ne","",""
