"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
7,8,"JIŘÍ PAVLAS",38,"OSVČ","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,3,"JAN BLÁHA",37,"stavební dělník","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,1,"LIANA KYPUSOVÁ",59,"ředitelka MŠ Pískovec","Kamenický Šenov","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,7,"MARTINA BLAŽKOVÁ",36,"v domácnosti","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,2,"JAN MAREK",57,"zaměstnanec města vedoucí TČ","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,15,"PETRA MAJCHEROVÁ",40,"učitelka MŠ","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
901,7,"JANA TOFLOVÁ",39,"dělnice","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
7,12,"MILAN STEKLÝ",58,"dělník","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,13,"RENÉ OSVALD",61,"dělník","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,11,"TOMÁŠ ŠRÉDL",45,"strojní údržbář","Kamenický Šenov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
47,13,"OLDŘICH DVOŘÁK",64,"prodavač prům. zboží","Kamenický Šenov","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,7,"FRANTIŠEK SVOBODA",33,"řidič MKD","Kamenický Šenov","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,8,"JAN HEIDRICH",64,"kulič skla","Kamenický Šenov","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,2,"RSDr. JOSEF ŠULC",64,"správce objektu","Kamenický Šenov","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,15,"BOHUMIL BÁRTL",60,"kulič skla","Kamenický Šenov","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"ALEŠ VIČAN",40,"hasič HZS Česká Lípa","Kamenický Šenov","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,5,"TOMÁŠ PODRÁBSKÝ",39,"údržbář na skl. huti","Kamenický Šenov","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,6,"JIŘÍ VIČAN",67,"úředník v. v.","Kamenický Šenov","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,3,"LJUBA KOPECKÁ",55,"montér lustrů","Prácheň","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
53,6,"HELENA KADLECOVÁ",49,"bankovní poradce","Kamenický Šenov","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,4,"MUDr. MIROSLAVA KRAMÁŘOVÁ",38,"lékařka","Kamenický Šenov","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,7,"Mgr. JITKA ŠMICOVÁ",61,"důchodce","Kamenický Šenov","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,11,"IVO ŠRAJBR M.A.",44,"elektromechanik","Prácheň","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,8,"PAVEL JAŠKA",37,"předák výrobní linky","Kamenický Šenov","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,14,"HANA DUTÁ",51,"vychovatelka","Kamenický Šenov","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,15,"Ing. ZDENĚK WALDHAUSER",71,"důchodce","Prácheň","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,1,"JITKA BOUCHALOVÁ",47,"hlavní ekonom","Kamenický Šenov","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,2,"PETR DAVID",45,"učitel vychovatel","Kamenický Šenov","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,3,"LADISLAV FLÉGL",68,"důchodce","Kamenický Šenov","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,5,"Mgr. MARTINA PAJEROVÁ",33,"učitelka","Kamenický Šenov","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
901,10,"JOSEF PETRUS",37,"učitel","Kamenický Šenov","Ne","NAŠE MĚSTO",""
901,14,"TOMÁŠ TŮMA",38,"podnikatel","Kamenický Šenov","Ne","NAŠE MĚSTO",""
901,13,"JAN PŮLKRAB",65,"důchodce","Kamenický Šenov","Ne","NAŠE MĚSTO",""
901,1,"ZBYNĚK JECH",45,"místostarosta","Kamenický Šenov","Ano","NAŠE MĚSTO",""
53,10,"Mgr. A. KAROLÍNA KOPŘIVOVÁ",44,"učitelka","Kamenický Šenov","Ne","JEDNOTA 2010","*"
902,15,"JIŘÍ PILNÝ",66,"důchodce","Prácheň","Ne","KAMENICKÝ ŠENOV",""
902,2,"Ing. Bc. HARRY KNIE",53,"rentiér","Kamenický Šenov","Ano","KAMENICKÝ ŠENOV",""
902,14,"RENATA JAKOUBKOVÁ",40,"vedoucí MŠ","Kamenický Šenov","Ne","KAMENICKÝ ŠENOV",""
902,9,"PETR PROUSEK",46,"podnikatel","Kamenický Šenov","Ne","KAMENICKÝ ŠENOV",""
