"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
902,5,"LUDĚK ĎÁSEK",48,"vedoucí technologie","Mrsklesy","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST OBCE",""
902,3,"JANA BULVOVÁ",47,"účetní","Mrsklesy","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST OBCE",""
901,2,"Ing. MIROSLAV URBÁŠEK",44,"technolog výzkumu","Mrsklesy","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - BUDOUCNOST OBCE",""
902,2,"PETR STRATIL",40,"geodet","Mrsklesy","Ano","SPRÁVNÝ SMĚR",""
902,1,"MARIE LIBERDOVÁ",57,"adm. pracovník","Mrsklesy","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - NEZÁVISLÍ",""
902,7,"ROMAN SEDLÁČEK",50,"OSVČ","Mrsklesy","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - NEZÁVISLÍ",""
902,4,"MAREK NAVRÁTIL",43,"stavbyved.","Mrsklesy","Ne","",""
901,4,"Ing. IRENA NÁBĚLKOVÁ",26,"procesní inženýr","Mrsklesy","Ne","",""
901,1,"JIŘÍ ANTONÍČEK",50,"OSVČ - investiční specialista","Mrsklesy","Ne","",""
901,5,"Ing. DANIELA NECKAŘOVÁ",43,"mzdová účetní","Mrsklesy","Ne","",""
901,7,"JOSEF ALKE",61,"invalidní důchodce","Mrsklesy","Ne","",""
901,6,"JAROSLAV GOTTWALD",47,"operátor skladu","Mrsklesy","Ne","",""
901,9,"JOSEF VACULÍK",68,"důchodce","Mrsklesy","Ne","",""
901,8,"VLADIMÍR GRUNT",68,"důchodce","Mrsklesy","Ne","",""
902,6,"ZDENEK ZBOŘIL",52,"vedoucí obrobny","Mrsklesy","Ne","",""
901,3,"MATĚJ SMRČEK",25,"THP zásilková služba","Mrsklesy","Ne","",""
