"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
902,9,"JANA VÁVROVÁ",29,"kadeřnice","Teplá","Ne","BEZPP","SDRUŽENÍ AKTIVNÍCH KANDIDÁTŮ"
902,6,"Ing. JAROMÍR KŘIVOHLAVÝ",61,"podnikatel","Třebenice","Ano","BEZPP","SDRUŽENÍ AKTIVNÍCH KANDIDÁTŮ"
901,6,"ANTONÍN ČEPELÁK",39,"finanční poradce","Třebenice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - TŘEBENICKO"
901,7,"IVO ČERNÝ",33,"strážník MP","Třebenice","Ne","BEZPP",""
901,13,"Mgr. EVA SKOKANOVÁ",48,"zástupce ředitele SZŠ","Třebenice","Ne","BEZPP",""
902,15,"MARTIN NOVOTNÝ",39,"živnostník","Třebenice","Ano","BEZPP","SDRUŽENÍ AKTIVNÍCH KANDIDÁTŮ"
901,5,"JIŘÍ DUŠEK",57,"živnostník","Medvědice","Ne","BEZPP","ZA NOVÉ TŘEBENICKO"
902,11,"Ing. MAGDALENA ŠTEMBEROVÁ",37,"ved. pracovník v bankovním sektoru","Třebenice","Ne","BEZPP",""
901,10,"JAROSLAV GERSTNER",60,"vedoucí údržby","Teplá","Ne","BEZPP",""
901,3,"Ing. MARIE KARLÍKOVÁ",55,"daňový poradce","Třebenice","Ano","BEZPP","SDRUŽENÍ AKTIVNÍCH KANDIDÁTŮ"
901,12,"LENKA MATULÁKOVÁ",60,"důchodce","Medvědice","Ne","BEZPP",""
902,12,"Ing. JINDŘICH NAJNAR",68,"důchodce","Třebenice","Ne","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - TŘEBENICKO"
902,5,"GIOVANNI CAPIALI",43,"podnikatel","Medvědice","Ano","BEZPP","ZA NOVÉ TŘEBENICKO"
902,1,"PaedDr. MARTINA PATROVSKÁ",50,"starostka","Třebenice","Ano","BEZPP","SDRUŽENÍ AKTIVNÍCH KANDIDÁTŮ"
901,1,"Ing. EVA HAJNÁ",47,"místostarostka","Třebenice","Ano","BEZPP","SDRUŽENÍ AKTIVNÍCH KANDIDÁTŮ"
901,8,"Ing. MILUŠE DUŠKOVÁ",27,"sekretářka","Medvědice","Ne","BEZPP",""
902,4,"VÁCLAV VOBOŘIL",64,"důchodce","Třebenice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - TŘEBENICKO"
901,11,"HELENA OLIVOVÁ",55,"opatrovník","Medvědice","Ne","BEZPP",""
901,2,"Ing. VÍTĚZSLAV LUDWIG",56,"technik","Třebenice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - TŘEBENICKO"
901,15,"LENKA KALOUSOVÁ",32,"zubní technik","Třebenice","Ne","BEZPP",""
902,13,"JOSEF POSEL",51,"živnostník","Třebenice","Ne","BEZPP",""
902,7,"PAVLA KOFROVÁ",49,"tisková mluvčí Policie ČR","Kololeč","Ne","BEZPP",""
902,8,"Mgr. VĚRA ZAJPTOVÁ",46,"učitelka ZŠ","Třebenice","Ne","BEZPP",""
901,9,"Ing. MARTIN KAPR",45,"živnostník","Třebenice","Ano","BEZPP","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - TŘEBENICKO"
902,10,"RENÉ POSPÍŠIL",35,"obchodní zástupce","Třebenice","Ne","BEZPP",""
902,3,"VLADIMÍR NOVOTNÝ",33,"zaměstnanec HZS ČR","Třebenice","Ano","BEZPP","ZA NOVÉ TŘEBENICKO"
901,4,"KLÁRA POSPÍŠILOVÁ",34,"sociální pracovnice","Třebenice","Ne","BEZPP",""
902,14,"PETR HULZER",31,"řidič","Třebenice","Ne","BEZPP",""
902,2,"Ing. VENUŠE KLUPÁKOVÁ",54,"ekonomka","Třebenice","Ano","BEZPP","ZA NOVÉ TŘEBENICKO"
901,14,"HANA ŽALOVIČOVÁ",55,"učitelka MŠ","Třebenice","Ne","PSZ","SDRUŽENÍ AKTIVNÍCH KANDIDÁTŮ"
