"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
802,1,"HANA ŠIMÁNKOVÁ",58,"dělník, čištění obce","Svéradice","Ne","BEZPP",""
808,1,"BLANKA VLČKOVÁ",54,"invalidní důchodce","Svéradice","Ano","BEZPP","BLANKA VLČKOVÁ, NEZÁVISLÝ KANDIDÁT"
805,1,"MICHAL JIŘINEC",38,"technik","Svéradice","Ano","BEZPP","MICHAL JIŘINEC, NEZÁVISLÝ KANDIDÁT"
811,1,"BOHUSLAV BROŽ",44,"skladník","Svéradice","Ne","BEZPP",""
809,1,"JOSEF JIŘINEC",61,"údržbář","Svéradice","Ano","BEZPP","JOSEF JIŘINEC, NEZÁVISLÝ KANDIDÁT"
807,1,"MIROSLAV CHALOUPKA",47,"invalidní důchodce","Svéradice","Ano","BEZPP","MIROSLAV CHALOUPKA, NEZÁVISLÝ KANDIDÁT"
810,1,"RŮŽENA HAASOVÁ",30,"účetní","Svéradice","Ne","BEZPP",""
801,1,"JAROSLAV KORBEL",42,"živnostník","Svéradice","Ne","BEZPP",""
804,1,"PETR LŐFFELMANN",48,"technik","Svéradice","Ano","BEZPP","PETR LŐFFELMANN, NEZÁVISLÝ KANDIDÁT"
806,1,"Ing. arch. TOMÁŠ STRAŇÁK",77,"důchodce","Svéradice","Ano","BEZPP","TOMÁŠ STRAŇÁK, NEZÁVISLÝ KANDIDÁT"
803,1,"VÁCLAV DUŠEK",58,"starosta obce","Svéradice","Ano","BEZPP","VÁCLAV DUŠEK, NEZÁVISLÝ KANDIDÁT"
