"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
355,2,"Mgr. TOMÁŠ PAVLŮ",48,"lektor angličtiny","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,2,"Mgr. TOMÁŠ PAVLŮ",48,"lektor angličtiny","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,2,"Mgr. TOMÁŠ PAVLŮ",48,"lektor angličtiny","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,39,"Mgr. ŠTĚPÁNKA SYROVÁ",36,"překladatelka","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
355,39,"Mgr. ŠTĚPÁNKA SYROVÁ",36,"překladatelka","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
355,39,"Mgr. ŠTĚPÁNKA SYROVÁ",36,"překladatelka","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
355,18,"Ing. BOHUMIL ŠEVČÍK",76,"ekonom","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,18,"Ing. BOHUMIL ŠEVČÍK",76,"ekonom","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,18,"Ing. BOHUMIL ŠEVČÍK",76,"ekonom","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,7,"JOSEF HOHL",68,"živnostník, elektrotechnik","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,7,"JOSEF HOHL",68,"živnostník, elektrotechnik","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,7,"JOSEF HOHL",68,"živnostník, elektrotechnik","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,5,"Ing. JAN ČERVENKA",52,"projektový inženýr","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,5,"Ing. JAN ČERVENKA",52,"projektový inženýr","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,5,"Ing. JAN ČERVENKA",52,"projektový inženýr","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
355,24,"JAN FOLEJTAR",31,"programátor","Praha 8","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
