"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
803,1,"JAN TESAŘ",28,"dělník","Srbice","Ne","BEZPP",""
813,1,"DAVID ŠLEIS",39,"mistr","Srbice","Ne","BEZPP","DAVID ŠLEIS, NEZÁVISLÝ KANDIDÁT"
810,1,"EVA KRAMEROVÁ",53,"dělnice","Strýčkovice","Ne","BEZPP",""
807,1,"JAN HOMOLKA",62,"zedník","Těšovice","Ne","BEZPP",""
804,1,"Ing. HANA PLUHAŘOVÁ",47,"ekonom","Těšovice","Ne","BEZPP",""
805,1,"ADRIANA ŠINDELÁŘOVÁ",33,"provozní účetní","Těšovice","Ne","BEZPP",""
808,1,"MIROSLAV ŠALOM",60,"strojní zámečník","Těšovice","Ne","BEZPP",""
802,1,"MARIE KOVAŘÍKOVÁ",44,"živnost","Strýčkovice","Ne","BEZPP",""
806,1,"LUBOMÍRA PEČENÁ",41,"zubní technik","Těšovice","Ano","BEZPP","LUBOMÍRA PEČENÁ, NEZÁVISLÝ KANDIDÁT"
814,1,"PETR TOUPAL",37,"truhlář","Srbice","Ano","BEZPP","PETR TOUPAL, NEZÁVISLÝ KANDIDÁT"
812,1,"LADISLAVA HRDOVÁ",41,"podnikatel","Srbice","Ne","BEZPP",""
809,1,"ZBYNĚK ŠTEFFL",42,"střihač","Srbice","Ne","BEZPP",""
811,1,"VÁCLAVA URBANOVÁ",39,"prodavačka","Strýčkovice","Ne","BEZPP",""
801,1,"VLASTA DUŠKOVÁ",59,"důchodce","Srbice","Ne","BEZPP","VLASTA DUŠKOVÁ, NEZÁVISLÝ KANDIDÁT"
