"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
901,6,"JAROMÍR PÁNEK",33,"vedoucí prodejny","Dobršín","Ne","BEZPP",""
901,2,"ANTONÍN HRABÍ",42,"strojní zámečník","Dobršín","Ano","BEZPP","ANTONÍN HRABÍ, NEZÁVISLÝ KANDIDÁT"
804,1,"ANTONÍN POLANKA",61,"OSVČ","Dobršín","Ano","BEZPP","ANTONÍN POLANKA, NEZÁVISLÝ KANDIDÁT"
802,1,"MILOSLAV JEŽEK",63,"důchodce","Dobršín","Ano","BEZPP","MILOSLAV JEŽEK, NEZÁVISLÝ KANDIDÁT"
901,1,"FRANTIŠEK CHMELÍK",79,"důchodce","Dobršín","Ne","BEZPP",""
803,1,"MILOSLAV PINTÝŘ",61,"dělník","Dobršín","Ano","BEZPP","MILOSLAV PINTÝŘ, NEZÁVISLÝ KANDIDÁT"
801,1,"JANA PATLEJCHOVÁ",57,"OSVČ","Dobršín","Ano","BEZPP","JANA PATLEJCHOVÁ, NEZÁVISLÝ KANDIDÁT"
901,5,"JANA PŠEIDOVÁ",40,"učitelka SŠ","Dobršín","Ne","BEZPP",""
901,7,"VÁCLAV KOČÍ",33,"kontrola kvality","Dobršín","Ne","BEZPP",""
901,4,"VÁCLAV STULÍK",63,"důchodce","Dobršín","Ne","BEZPP","VÁCLAV STULÍK, NEZÁVISLÝ KANDIDÁT"
901,3,"VÁCLAV VOMELA",56,"ostraha objektů HLS","Dobršín","Ano","BEZPP","VÁCLAV VOMELA, NEZÁVISLÝ KANDIDÁT"
