"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
902,2,"Ing. JOSEF TOŠOVSKÝ",46,"nákupčí kooperační výroby","Lično","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ZA OBEC KRÁSNĚJŠÍ",""
902,3,"PETR DOKULIL",44,"soukr. podnikatel","Lično","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ZA OBEC KRÁSNĚJŠÍ",""
902,1,"JAN VODA",62,"důchodce","Lično","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ZA OBEC KRÁSNĚJŠÍ",""
901,9,"ALENA PADRIÁNOVÁ",58,"účetní","Lično","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBYVATELÉ PRO OBEC",""
901,1,"Bc. TOMÁŠ VILÍMEK",50,"uvolněný zastupitel","Lično","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBYVATELÉ PRO OBEC",""
901,6,"JAROSLAV TOMAS",40,"technik pneuservisu","Lično","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBYVATELÉ PRO OBEC",""
901,3,"Ing. MARTINA LUDVÍKOVÁ",38,"jednatelka společnosti","Ostašovice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBYVATELÉ PRO OBEC",""
901,4,"Mgr. JAN PLAŠIL",34,"učitel","Lično","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBYVATELÉ PRO OBEC",""
901,7,"MONIKA HEJNOVÁ",42,"účetní","Lično","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBYVATELÉ PRO OBEC",""
901,5,"ROMAN ŠKOP",47,"vedoucí MTZ","Lično","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBYVATELÉ PRO OBEC",""
901,2,"Bc. FRANTIŠEK TALAVAŠEK",56,"úředník","Lično","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBYVATELÉ PRO OBEC",""
901,8,"JIŘÍ KNOPP",58,"jednatel společnosti","Lično","Ne","",""
902,5,"LUCIE KUBCOVÁ",40,"administrativní pracovnice","Ostašovice","Ne","",""
902,4,"MILENA HLAVÁČKOVÁ",50,"OSVČ","Ostašovice","Ne","",""
902,7,"NICOL DOSTÁLOVÁ",39,"administrátor dotací EU","Radostovice","Ne","",""
902,8,"Bc. PETR VOSTŘEZ",30,"administrativní pracovník","Lično","Ne","",""
902,6,"MARTINA KRYSTUFOVÁ",49,"administrativní pracovnice","Lično","Ne","",""
