"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
902,10,"VÁCLAV REJCHERT",58,"soukromý podnikatel","Velichovky","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
902,9,"MVDr. DALIBOR SOVA",52,"soukromý podnikatel","Velichovky","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
902,1,"JOSEF KAREL",68,"starosta obce","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
902,11,"JIŘÍ MAREK",62,"důchodce","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
901,3,"Mgr. HANA PEKÁRKOVÁ",46,"ředitelka ZŠ","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
901,2,"MARTIN KAŠPÁREK",47,"prodejce aut","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
901,6,"MILAN KUKAL",30,"servisní technik","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
901,5,"JANA KUBEŠOVÁ",45,"účetní","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
901,11,"FRANTIŠEK BALDA",57,"OSVČ","Velichovky","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
901,10,"JIŘÍ FILIP",31,"dělník","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ NEZÁVISLÍ KANDIDÁTI - VELICHOVKY",""
902,2,"VLADIMÍR JAROŠ",54,"soustružník CNC - místostarosta obce","Hustířany","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ HUSTÍŘANY",""
902,5,"MONIKA NOVOTNÁ",34,"OSVČ - kadeřnice","Hustířany","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ HUSTÍŘANY",""
901,1,"Mgr. DAGMAR ANSCHLAGOVÁ",54,"školní inspektorka","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""PRO ROZVOJ VELICHOVEK A HUSTÍŘAN""",""
901,7,"ROMAN KETTNER",45,"provozní pracovník","Velichovky","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ""PRO ROZVOJ VELICHOVEK A HUSTÍŘAN""",""
902,4,"Bc. ADAM VOLTR",25,"student","Velichovky","Ne","",""
901,9,"Ing. ANTONÍN KORITYÁK",45,"technik","Velichovky","Ne","",""
901,12,"IVONA ŠUBRTOVÁ",23,"vychovatelka","Velichovky","Ne","",""
902,3,"DALIBOR VOPŘADA",52,"mistr elektro","Velichovky","Ne","",""
902,12,"Mgr. DAVID HORKÝ",35,"zástupce ředitele ZŠ","Hustířany","Ne","",""
901,8,"VÁCLAV MONÍK",59,"OSVČ","Velichovky","Ne","",""
902,13,"LUBOŠ KUBEŠ",52,"řidič","Velichovky","Ne","",""
902,6,"LUDĚK KUNC",42,"OSVČ - elektro","Velichovky","Ne","",""
902,8,"RADIM ŠUBRT",44,"dělník","Velichovky","Ne","",""
901,4,"ZDENĚK ŠEDIVEC",35,"firemní technik","Velichovky","Ne","",""
902,7,"STANISLAV KUBEŠ",54,"dělník","Velichovky","Ne","",""
901,13,"ZDENKA KARBANOVÁ",55,"dělnice","Velichovky","Ne","",""
